Date,Hour,Offense Type,Beat,Premise,Block Range,Street Name,Type,Suffix,# Of Offenses
2011-02-01,19,Robbery,11H40,18O,200-299,ALLEN GENOA,RD,-,1
2011-02-23,20,Robbery,19G30,18A,7500-7599,COOK,RD,-,1
2011-02-20,20,Robbery,10H10,13R,100-199,SAMPSON,ST,N,1
2011-02-24,20,Robbery,14D30,13R,5000-5099,BATAAN,RD,-,1
2011-02-23,18,Robbery,14D30,18T,6300-6399,MARTIN LUTHER KING,BLVD,-,1
2011-02-17,09,Robbery,14D30,18C,5100-5199,DOOLITTLE,BLVD,-,1
2011-02-13,20,Robbery,19G50,13R,10800-10899,BISSONNET,ST,-,1
2011-02-23,12,Robbery,14D30,22H,7400-7499,ST LO,-,-,1
2011-02-19,01,Robbery,17E10,20A,5600-5699,CHIMNEY ROCK,RD,-,1
2011-02-22,19,Robbery,17E10,250,5500-5599,SOUTHWEST,FWY,-,1
2011-02-08,21,Robbery,17E10,20A,6300-6399,CHIMNEY ROCK,RD,-,1
2011-02-21,13,Robbery,16E30,05Z,5500-5599,BROOKFIELD,DR,-,1
2011-02-08,21,Robbery,17E10,18O,5300-5399,CHIMNEY ROCK,RD,-,1
2011-02-19,07,Robbery,10H30,13R,400-499,CHARTRES,-,-,1
2011-02-14,21,Robbery,16E40,18R,15800-15899,POST OAK,RD,S,1
