Date,Hour,Offense Type,Beat,Premise,BlockRange,StreetName,Type,Suffix,# offenses
2014-12-28,16,Theft,3B40,Grocery Store or Supermarket,4400-4499,NORTH,FWY,-,1
2014-12-29,16,Robbery,3B40,Miscellaneous Business (Non-Specific),4800-4899,YALE,-,-,1
2014-12-30,11,Burglary,3B40,Residence or House,3600-3699,BAYOU,DR,-,1
2014-12-12,02,Burglary,3B40,Service or Gas Station,4400-4499,AIRLINE,DR,-,1
2014-12-09,10,Theft,3B40,Convenience Store,4400-4499,YALE,-,-,1
2014-11-28,15,Theft,3B40,Vehicle/Auto Sales/Lease/Auto Parts Store,4700-4799,SHEPHERD,DR,N,1
2014-12-01,17,Auto Theft,3B40,Restaurant or Cafeteria Parking Lot,4400-4499,NORTH,FWY,-,1
2014-12-05,23,Aggravated Assault,3B40,"Road, Street, or Sidewalk",1300-1399,CROSSTIMBERS,-,-,1
2014-12-18,20,Aggravated Assault,3B40,"Road, Street, or Sidewalk",500-599,43RD,ST,E,1
2014-12-18,12,Theft,3B40,Car Wash,600-699,LOOP,-,N,1
2014-12-22,12,Burglary,3B40,Residence or House,600-699,HEIDRICH,AVE,-,1
2014-12-24,09,Aggravated Assault,3B40,Apartment,5100-5199,NORTH,FWY,-,1
2014-12-28,21,Robbery,3B40,Apartment Parking Lot,5000-5099,YALE,-,-,1
2014-12-01,19,Theft,3B40,Miscellaneous Business (Non-Specific),5600-5699,SHEPHERD,DR,N,1
2014-12-05,18,Robbery,3B40,Convenience Store Parking Lot,1300-1399,CROSSTIMBERS,-,-,1
2014-12-03,06,Robbery,3B40,Restaurant or Cafeteria,5400-5499,SHEPHERD,DR,N,1
2014-12-02,21,Burglary,3B40,Vehicle/Auto Sales/Lease/Auto Parts Store,4700-4799,SHEPHERD,DR,N,1
2014-12-04,04,Burglary,3B40,Miscellaneous Business (Non-Specific),500-599,38TH,ST,W,1
2014-12-12,07,Theft,3B40,Other Parking Lot,4400-4499,SHEPHERD,DR,N,1
2014-12-09,14,Burglary,3B40,Residence or House,400-499,31ST,ST,E,1
2014-12-10,06,Burglary,3B40,Commercial Building,400-499,38TH,ST,W,1
2014-12-17,05,Burglary,3B40,Department or Discount Store,500-599,CROSSTIMBERS,-,-,1
2014-12-18,10,Theft,3B40,Other Parking Lot,4400-4499,SHEPHERD,DR,N,1
2014-12-17,15,Auto Theft,3B40,Service or Gas Station,1300-1399,CROSSTIMBERS,-,-,1
2014-12-23,02,Burglary,3B40,Convenience Store,4600-4699,SHEPHERD,DR,N,1
2014-12-26,11,Auto Theft,3B40,Driveway,600-699,DELZ,ST,E,1
2014-12-26,17,Burglary,3B40,Residence or House,600-699,38TH,ST,E,1
2014-12-27,15,Aggravated Assault,3B40,Service or Gas Station,4900-4999,NORTH,FWY,-,1
2014-12-11,16,Theft,3B40,Other Parking Lot,900-999,CROSSTIMBERS,-,-,1
2014-12-08,08,Theft,3B40,Other Parking Lot,400-499,38TH,ST,W,1
2014-12-05,07,Theft,3B40,Commercial Parking Lot or Garage,4100-4199,AIRLINE,DR,-,1
2014-12-03,19,Theft,3B40,Apartment,3900-3999,ARLINGTON,ST,-,1
2014-12-04,08,Theft,3B40,Residence or House,400-499,JANISCH,RD,-,1
2014-12-03,04,Burglary,3B40,Convenience Store,500-599,CROSSTIMBERS,-,-,1
2014-12-03,06,Auto Theft,3B40,"Road, Street, or Sidewalk",4300-4399,CASTOR,ST,-,1
2014-12-02,13,Robbery,3B40,Residence or House,500-599,40TH,ST,E,1
2014-11-18,14,Theft,3B40,Commercial Building,5300-5399,NORTH,FWY,-,1
2014-12-18,08,Theft,3B40,Miscellaneous Business (Non-Specific),600-699,MARTIN,ST,-,1
2014-12-18,16,Theft,3B40,Liquor Store,4700-4799,SHEPHERD,DR,N,1
2014-12-13,16,Aggravated Assault,3B40,Apartment,5000-5099,YALE,-,-,1
2014-12-20,17,Theft,3B40,Other Parking Lot,4400-4499,SHEPHERD,DR,N,1
2014-12-20,15,Theft,3B40,"Hotel, Motel, Inn, Etc.",4500-4599,AIRLINE,DR,-,1
2014-12-19,10,Burglary,3B40,Garage or Carport,4700-4799,SHEPHERD,DR,N,1
2014-12-28,21,Robbery,3B40,"Road, Street, or Sidewalk",500-599,CROSSTIMBERS,-,-,1
2014-12-16,13,Aggravated Assault,3B40,"Road, Street, or Sidewalk",4200-4299,ROGERS,-,-,1
