Date,Hour,Offense Type,Beat,Block Range,Street Name,Type,Suffix,# Offenses
2014-07-03,15,Theft,10H60,3200-3299,OZARK,-,-,1
2014-07-16,15,Aggravated Assault,10H60,4300-4399,OLD SPANISH,TRL,-,1
2014-07-18,13,Theft,10H60,5300-5399,SCOTT,-,-,1
2014-07-21,06,Theft,10H60,3500-3599,DIXIE,DR,-,1
2014-07-18,18,Robbery,10H60,3700-3799,ODIN,CT,-,1
2014-07-28,17,Theft,10H60,2300-2399,SOUTHMORE,BLVD,-,1
2014-07-28,14,Theft,10H60,4300-4399,HARVEST,LN,-,1
2014-07-28,10,Theft,10H60,6200-6299,TIERWESTER,-,-,1
2014-07-28,11,Burglary,10H60,3200-3299,MACGREGOR,WAY,S,1
2014-07-22,09,Auto Theft,10H60,3500-3599,DIXIE,DR,-,1
2014-07-22,11,Theft,10H60,5500-5599,SAMPSON,-,-,1
2014-07-31,21,Robbery,10H60,3300-3399,DIXIE,DR,-,1
2014-07-22,06,Theft,10H60,2300-2399,SOUTHMORE,BLVD,-,1
2014-07-29,18,Theft,10H60,2600-2699,CALUMET,ST,S,1
2014-07-27,04,Aggravated Assault,10H60,4000-4099,GRIGGS,-,-,1
2014-07-09,14,Theft,10H60,5900-5999,SCOTT,-,-,1
2014-07-10,00,Rape,10H70,6600-6699,FANNIN,-,-,1
2014-07-08,19,Theft,10H70,5900-5999,ALMEDA,RD,-,1
2014-07-14,06,Theft,10H70,7100-7199,ARDMORE,ST,-,1
2014-07-12,15,Aggravated Assault,10H70,6000-6099,HERMANN PARK,DR,-,1
2014-07-01,09,Theft,10H70,1800-1899,ROSEDALE,-,-,1
2014-07-03,01,Auto Theft,10H70,1500-1599,BEN TAUB,LP,-,1
2014-07-27,03,Robbery,10H70,5900-5999,ALMEDA,RD,-,1
2014-07-19,08,Robbery,10H70,5100-5199,ALMEDA,RD,-,1
2014-07-16,08,Theft,10H70,4400-4499,AUSTIN,ST,-,1
2014-07-15,11,Theft,10H70,7200-7299,ALMEDA,RD,-,1
2014-07-16,13,Theft,10H70,6500-6599,FANNIN,-,-,1
2014-07-16,22,Theft,10H70,6300-6399,MYSTIC MEADOW,-,W,1
2014-07-31,08,Burglary,10H70,7300-7399,ARDMORE,ST,-,1
2014-07-31,11,Theft,10H70,0-99,BAYLOR PLAZA,-,-,1
2014-07-29,04,Burglary,10H70,3100-3199,OLD SPANISH,TRL,-,1
2014-07-29,10,Theft,10H70,7000-7099,ALMEDA,RD,-,1
2014-07-24,18,Robbery,10H70,1300-1399,CAMBRIDGE,ST,-,1
2014-07-28,12,Theft,10H70,7200-7299,CAMBRIDGE,ST,-,1
2014-07-27,10,Theft,10H70,2100-2199,MACGREGOR,WAY,N,1
2014-07-17,23,Burglary,10H70,1500-1599,BINZ,ST,-,1
2014-07-16,16,Theft,10H70,1500-1599,TAUB LOOP,-,-,1
2014-07-05,09,Theft,10H70,2300-2399,OLD SPANISH,TRL,-,1
2014-07-05,21,Burglary,10H70,7200-7299,ALMEDA,RD,-,1
2014-07-05,22,Aggravated Assault,10H70,6200-6299,HERMANN PARK,DR,-,1
2014-07-06,03,Theft,10H70,4700-4799,FANNIN,-,-,1
2014-05-12,03,Theft,10H70,6400-6499,FANNIN,-,-,1
2014-07-02,19,Aggravated Assault,10H70,1500-1599,TAUB LOOP,-,-,1
2014-07-03,09,Auto Theft,10H70,0-99,HERMANN MUSEUM,CIR,-,1
2014-07-07,15,Theft,10H70,5600-5699,SAN JACINTO,-,-,1
2014-07-08,08,Theft,10H70,5300-5399,CHENEVERT,-,-,1
2014-07-13,08,Theft,10H70,7300-7399,ARDMORE,ST,-,1
2014-07-14,09,Robbery,10H70,6000-6099,FANNIN,-,-,1
2014-07-14,07,Theft,10H70,5300-5399,CAROLINE,ST,-,1
2014-07-05,13,Burglary,10H70,4700-4799,JACKSON,ST,-,1
2014-07-04,21,Aggravated Assault,10H70,6000-6099,HERMANN PARK,DR,-,1
2014-07-26,11,Theft,10H70,6700-6799,BERTNER,AVE,-,1
2014-07-29,13,Theft,10H70,6400-6499,FANNIN,-,-,1
2014-07-28,14,Theft,10H70,1500-1599,BEN TAUB,LP,-,1
2014-07-28,07,Auto Theft,10H70,1600-1699,HERMANN,DR,-,1
2014-07-27,22,Aggravated Assault,10H70,1300-1399,HERMANN,DR,-,1
2014-07-20,16,Theft,10H70,7200-7299,ALMEDA,RD,-,1
2014-07-20,21,Theft,10H70,3000-3099,DIXIE,DR,-,1
2014-07-12,22,Rape,10H70,6600-6699,FANNIN,-,-,1
2014-07-13,01,Theft,10H70,1500-1599,TAUB LOOP,-,-,1
2014-07-08,23,Rape,10H70,6400-6499,FANNIN,-,-,1
2014-07-01,00,Theft,10H70,1600-1699,HOLCOMBE,BLVD,-,1
2014-07-02,22,Theft,10H70,6000-6099,HERMANN PARK,DR,-,1
2014-07-03,05,Burglary,10H70,1800-1899,SOUTHMORE,BLVD,-,1
2014-07-02,09,Theft,10H70,6500-6599,FANNIN,-,-,1
2014-07-15,07,Theft,10H70,2000-2099,ROSEWOOD,-,-,1
2014-07-18,09,Theft,10H70,6600-6699,FANNIN,-,-,1
2014-07-18,21,Theft,10H70,6600-6699,FANNIN,-,-,1
2014-07-19,07,Theft,10H70,0-99,HERMANN PARK,CT,-,1
2014-07-22,14,Theft,10H70,1600-1699,HERMANN,DR,-,1
2014-07-23,23,Burglary,10H70,5400-5499,CHARTRES,-,-,1
2014-07-27,08,Theft,10H70,2200-2299,RIVERSIDE,DR,-,1
2014-07-31,13,Theft,10H70,6500-6599,FANNIN,-,-,1
2014-07-30,23,Theft,10H70,6600-6699,FANNIN,-,-,1
2014-07-31,20,Theft,10H70,6600-6699,FANNIN,-,-,1
2013-11-12,14,Theft,10H70,6000-6099,FANNIN,-,-,1
2014-07-29,17,Theft,10H70,6400-6499,FANNIN,-,-,1
2014-07-29,11,Theft,10H70,1700-1799,WENTWORTH,-,-,1
2014-07-29,11,Theft,10H70,7200-7299,ALMEDA,RD,-,1
2014-07-30,17,Auto Theft,10H70,1300-1399,BRAESWOOD,BLVD,S,1
2014-07-23,16,Robbery,10H70,1900-1999,BUTLER,BLVD,-,1
2014-07-24,15,Theft,10H70,6600-6699,FANNIN,-,-,1
2014-07-24,19,Theft,10H70,6400-6499,FANNIN,-,-,1
2014-07-28,09,Theft,10H70,5700-5799,JACKSON,ST,-,2
2014-07-28,08,Theft,10H70,1600-1699,HERMANN,DR,-,1
2014-07-20,07,Theft,10H70,5700-5799,CRAWFORD,ST,-,1
2014-07-15,21,Theft,10H70,2000-2099,HERMANN,DR,-,1
2014-07-10,10,Theft,10H70,6700-6799,FANNIN,-,-,1
2014-07-08,11,Burglary,10H70,0-99,HERMANN MUSEUM,CIR,-,1
2014-07-14,18,Theft,10H70,4800-4899,SAN JACINTO,-,-,1
2014-07-12,15,Robbery,10H70,2600-2699,HOLCOMBE,BLVD,-,1
2014-07-04,03,Theft,10H70,3200-3299,HOLCOMBE,BLVD,-,1
2014-07-04,04,Burglary,10H70,3100-3199,OLD SPANISH,TRL,-,1
2014-07-01,23,Robbery,10H70,4100-4199,ALMEDA,RD,-,1
2014-06-26,16,Theft,10H70,6400-6499,FANNIN,-,-,1
2014-07-12,07,Theft,10H70,5600-5699,SAN JACINTO,-,-,1
2014-07-13,09,Burglary,10H70,0-99,HERMANN MUSEUM,CIR,-,1
2014-07-09,08,Theft,10H70,0-99,HERMANN MUSEUM,CIR,-,1
2014-07-08,15,Aggravated Assault,10H70,1500-1599,TAUB LOOP,-,-,1
2014-07-07,22,Rape,10H70,6400-6499,FANNIN,-,-,1
2014-07-05,12,Theft,10H70,6500-6599,FANNIN,-,-,1
2014-07-05,15,Theft,10H70,5900-5999,SOUTH,FWY,-,1
2014-07-05,11,Rape,10H70,1500-1599,BEN TAUB,LP,-,1
2014-07-04,08,Theft,10H70,1900-1999,CALUMET,-,-,1
2014-07-04,08,Theft,10H70,6700-6799,BERTNER,AVE,-,1
2014-07-04,09,Theft,10H70,7000-7099,STAFFORDSHIRE,-,-,1
2014-07-02,09,Burglary,10H70,2000-2099,CALUMET,-,-,1
2014-07-19,01,Robbery,10H70,1400-1499,CALUMET,-,-,1
2014-07-18,09,Aggravated Assault,10H70,6300-6399,FANNIN,-,-,1
2014-07-22,14,Auto Theft,10H70,6400-6499,FANNIN,-,-,1
2014-07-20,07,Theft,10H70,1600-1699,HERMANN,DR,-,1
2014-07-24,18,Theft,10H70,6500-6599,FANNIN,-,-,1
2014-07-23,04,Theft,10H70,2100-2199,SOUTHMORE,BLVD,-,1
2014-07-24,05,Burglary,10H70,4800-4899,CAROLINE,ST,-,1
2014-07-24,12,Auto Theft,10H70,1400-1499,CAMBRIDGE,ST,-,1
2014-07-24,11,Theft,10H70,1900-1999,CANTERBURY,-,-,1
2014-07-28,08,Theft,10H70,6700-6799,FANNIN,-,-,1
2014-07-27,02,Theft,10H70,5500-5599,HERMANN PARK,DR,-,1
2014-07-29,12,Burglary,10H70,4300-4399,LA BRANCH,-,-,1
2014-07-30,10,Theft,10H70,1900-1999,WHEELER,-,-,1
2014-07-31,00,Aggravated Assault,10H70,1500-1599,BEN TAUB,LP,-,1
2014-07-21,15,Theft,10H70,1700-1799,ROSEWOOD,-,-,1
2014-07-21,08,Theft,10H70,4700-4799,AUSTIN,ST,-,1
2014-07-16,10,Theft,10H70,6900-6999,BURGESS,-,-,1
2014-07-13,20,Auto Theft,10H70,6300-6399,ALMEDA,RD,-,1
2014-07-14,09,Theft,10H70,7200-7299,ALMEDA,RD,-,1
2014-07-17,13,Burglary,10H70,2200-2299,HERMANN,DR,-,1
2014-07-17,17,Burglary,10H70,7200-7299,ALMEDA,RD,-,1
2014-07-01,20,Burglary,10H70,7300-7399,ARDMORE,ST,-,1
2014-07-02,08,Theft,10H70,4700-4799,AUSTIN,ST,-,1
2014-07-03,09,Aggravated Assault,10H70,5100-5199,ALMEDA,RD,-,1
2014-07-30,17,Theft,10H70,7000-7099,ALMEDA,RD,-,1
2014-07-30,19,Robbery,10H70,7100-7199,ALMEDA,RD,-,1
2014-07-26,18,Theft,10H70,6600-6699,FANNIN,-,-,1
2014-07-27,15,Burglary,10H70,1500-1599,RUTH,-,-,1
2014-07-28,09,Theft,10H70,5200-5299,ALMEDA,RD,-,1
2014-07-18,16,Auto Theft,10H70,0-99,BAYLOR PLAZA,-,-,1
2014-07-16,13,Aggravated Assault,10H70,6400-6499,FANNIN,-,-,1
2014-07-09,10,Theft,10H70,0-99,BAYLOR PLAZA,-,-,1
2014-07-08,09,Theft,10H70,4500-4599,AUSTIN,ST,-,1
2014-07-12,00,Theft,10H70,2400-2499,MACGREGOR,WAY,S,1
2014-07-12,23,Theft,10H70,5000-5099,ALMEDA,RD,-,1
2014-07-13,01,Auto Theft,10H70,1800-1899,PALM,-,-,1
2014-07-13,14,Aggravated Assault,10H70,6800-6899,ARDMORE,ST,-,2
2014-07-02,15,Theft,10H70,5100-5199,ALMEDA,RD,-,1
2014-06-11,12,Theft,10H70,2300-2399,MACGREGOR,WAY,-,1
2014-07-06,14,Theft,10H70,7000-7099,ALMEDA,RD,-,1
2014-07-31,17,Burglary,10H70,0-99,HERMANN MUSEUM,CIR,-,1
2014-07-31,13,Theft,10H80,2400-2499,UNDERWOOD,-,-,1
2014-07-13,11,Theft,10H80,2400-2499,TIMES,BLVD,-,1
2014-07-12,00,Theft,10H80,2500-2599,UNIVERSITY,BLVD,-,1
2014-07-11,09,Burglary,10H80,2400-2499,WATTS,-,-,1
2014-07-15,19,Theft,10H80,2200-2299,HOLCOMBE,BLVD,W,1
2014-07-18,21,Theft,10H80,4600-4699,MONTROSE,BLVD,-,1
2014-07-21,19,Theft,10H80,2300-2399,WORDSWORTH,-,-,1
2014-07-30,16,Theft,10H80,6600-6699,MAIN,ST,-,1
2014-07-30,10,Burglary,10H80,2500-2599,BLUE BONNET,BLVD,-,1
2014-06-30,14,Theft,10H80,2200-2299,HOLCOMBE,BLVD,W,1
2014-07-07,03,Burglary,10H80,2100-2199,BISSONNET,ST,-,1
2014-07-18,08,Theft,10H80,5500-5599,MORNINGSIDE,DR,-,1
2014-07-21,23,Theft,10H80,2500-2599,DUNSTAN,RD,-,1
2014-07-30,13,Burglary,10H80,2000-2099,SWIFT,BLVD,-,1
2014-07-24,16,Theft,10H80,2500-2599,DUNSTAN,RD,-,1
2014-07-23,14,Theft,10H80,1900-1999,ALBANS,RD,-,1
2014-07-20,10,Burglary,10H80,1800-1899,ALBANS,RD,-,1
2014-07-20,14,Theft,10H80,2400-2499,UNIVERSITY,BLVD,-,1
2014-07-18,11,Theft,10H80,1900-1999,NORTH,BLVD,-,1
2014-07-17,20,Theft,10H80,2500-2599,DUNSTAN,RD,-,1
2014-07-01,14,Burglary,10H80,1100-1199,BARTLETT,ST,-,1
2014-07-13,02,Burglary,10H80,2200-2299,MACARTHUR,-,-,1
2014-07-14,13,Burglary,10H80,2300-2399,GRAMERCY,-,-,1
2014-07-14,14,Theft,10H80,2500-2599,TIMES,BLVD,-,1
2014-07-03,18,Theft,10H80,4600-4699,MONTROSE,BLVD,-,1
2014-07-10,17,Burglary,10H80,2300-2399,GOLDSMITH,ST,-,1
2014-07-17,16,Theft,10H80,2500-2599,DUNSTAN,RD,-,1
2014-07-22,10,Theft,10H80,2500-2599,SOUTHWEST,FWY,-,1
2014-07-29,10,Burglary,10H80,1800-1899,WROXTON,RD,-,1
2014-07-29,10,Theft,10H80,2400-2499,BISSONNET,ST,-,1
2014-07-30,01,Robbery,10H80,6700-6799,MORNINGSIDE,DR,-,1
2014-07-30,13,Burglary,10H80,5000-5099,MONTROSE,BLVD,-,1
2014-07-30,10,Theft,10H80,0-99,PINEDALE,-,-,1
2014-07-26,00,Theft,10H80,5700-5799,KIRBY,DR,-,1
2014-07-18,14,Burglary,10H80,2100-2199,TANGLEY,-,-,1
2014-07-17,09,Theft,10H80,6600-6699,MAIN,ST,-,1
2014-07-17,11,Theft,10H80,2500-2599,SOUTHWEST,FWY,-,1
2014-07-05,11,Burglary,10H80,1900-1999,SUNSET,BLVD,-,1
2014-07-07,19,Theft,10H80,4600-4699,MONTROSE,BLVD,-,1
2014-07-14,09,Theft,10H80,4600-4699,MONTROSE,BLVD,-,1
2014-07-18,21,Theft,10H80,2500-2599,SOUTHWEST,FWY,-,1
2014-07-18,16,Burglary,10H80,1900-1999,BISSONNET,ST,-,1
2014-07-15,12,Theft,10H80,800-899,ROSEDALE,-,-,1
2014-07-16,13,Theft,10H80,700-799,ROSEDALE,-,-,1
2014-07-25,11,Theft,10H80,2400-2499,UNIVERSITY,BLVD,-,1
2014-07-22,12,Auto Theft,10H80,6800-6899,MAIN,ST,-,1
2014-07-02,12,Auto Theft,10H80,,2600 DUNLAVY + WESTHEIMER,-,-,1
2014-07-11,13,Burglary,10H80,2400-2499,SOUTHGATE,BLVD,-,1
2014-07-02,13,Theft,10H80,2400-2499,DUNSTAN,RD,-,1
2014-07-16,22,Auto Theft,10H80,2300-2399,TANGLEY,-,-,1
2014-07-16,11,Burglary,10H80,2100-2199,MARONEAL,-,-,1
2014-07-20,18,Theft,10H80,5100-5199,TRAVIS,-,-,1
2014-07-28,09,Theft,10H80,2500-2599,SOUTHWEST,FWY,-,1
2014-07-16,11,Theft,10H80,2400-2499,DORRINGTON,ST,-,1
2014-07-22,16,Theft,10H80,4200-4299,SHEPHERD,DR,S,1
2014-07-21,19,Burglary,10H80,2200-2299,MARONEAL,-,-,1
2014-07-27,00,Theft,10H80,4100-4199,GREENBRIAR,DR,-,1
2014-07-29,07,Theft,10H80,0-99,PINEDALE,-,-,1
2014-06-12,14,Theft,10H80,2500-2599,SOUTHWEST,FWY,-,1
2014-07-06,14,Theft,10H80,2500-2599,DUNSTAN,RD,-,1
2014-07-11,22,Theft,10H80,1900-1999,W. GRAY,-,-,1
2014-07-14,11,Theft,11H10,6600-6699,WILDWOOD,WAY,-,1
2014-07-06,22,Theft,11H10,2300-2399,WAYSIDE,-,-,1
2014-07-04,11,Robbery,11H10,7000-7099,LAWNDALE,-,-,1
2014-07-23,16,Theft,11H10,2300-2399,WAYSIDE,-,-,1
2014-07-25,15,Theft,11H10,2300-2399,WAYSIDE,-,-,1
2014-07-19,18,Theft,11H10,7300-7399,SHERMAN,-,-,1
2014-07-18,06,Theft,11H10,7700-7799,MAGNOLIA,-,-,1
2014-07-22,01,Aggravated Assault,11H10,100-199,WOODVALE,-,-,1
2014-07-18,16,Theft,11H10,2300-2399,WAYSIDE,-,S,1
2014-07-19,02,Robbery,11H10,2200-2299,RAINBOW,DR,-,1
2014-07-19,13,Theft,11H10,2300-2399,S.WAYSIDE,-,-,1
2014-07-17,18,Theft,11H10,7300-7399,HARRISBURG,-,-,1
2014-07-18,14,Theft,11H10,2300-2399,WAYSIDE,-,S,1
2014-07-18,08,Theft,11H10,6700-6799,HARRISBURG,-,-,1
2014-05-30,17,Rape,11H10,6100-6199,GULF,FWY,-,1
2014-07-01,14,Theft,11H10,6800-6899,LAWNDALE,-,-,1
2014-07-03,19,Auto Theft,11H10,7500-7599,HARRISBURG,-,-,1
2014-07-07,17,Theft,11H10,6600-6699,AVENUE H,-,-,1
2014-07-08,18,Aggravated Assault,11H10,7300-7399,CAPITOL,ST,-,1
2014-07-10,11,Theft,11H10,2000-2099,ESPERANZA,-,-,1
2014-07-10,14,Robbery,11H10,2000-2099,WAYSIDE,-,S,1
2014-07-13,13,Theft,11H10,200-299,WAYSIDE,-,-,1
2014-07-13,14,Auto Theft,11H10,5900-5999,GULF,FWY,-,1
2014-07-09,18,Theft,11H10,2300-2399,S. WAYSIDE,-,-,2
2014-07-10,00,Auto Theft,11H10,6900-6999,AVENUE,-,-,1
2014-07-10,01,Auto Theft,11H10,6100-6199,GULF,FWY,-,1
2014-07-10,03,Murder,11H10,7000-7099,AVENUE F,-,-,1
2014-07-02,18,Theft,11H10,7000-7099,HARRISBURG,-,-,1
2014-07-02,21,Theft,11H10,2300-2399,WAYSIDE,-,S,1
2014-07-04,14,Burglary,11H10,6700-6799,AVENUE V,-,-,1
2014-07-06,16,Robbery,11H10,1000-1099,WAYSIDE,-,S,1
2014-07-06,11,Theft,11H10,2300-2399,WAYSIDE,-,-,1
2014-07-22,18,Theft,11H10,6800-6899,HARRISBURG,-,-,1
2014-07-29,13,Theft,11H10,7500-7599,SHERMAN,-,-,1
2014-07-16,18,Theft,11H10,2300-2399,WAYSIDE,-,S,1
2014-07-18,14,Burglary,11H10,6600-6699,PARK,LN,-,1
2014-07-19,10,Burglary,11H10,7100-7199,SHERMAN,-,-,1
2014-07-19,19,Theft,11H10,2300-2399,WAYSIDE,-,S,1
2014-07-20,21,Theft,11H10,2300-2399,WAYSIDE,-,S,1
2014-07-21,12,Theft,11H10,2300-2399,WAYSIDE,-,-,1
2014-07-30,16,Theft,11H10,6400-6499,COUNTRY CLUB,DR,-,1
2014-07-30,13,Theft,11H10,1100-1199,FAIR OAKS,DR,-,1
2014-07-11,21,Theft,11H10,2300-2399,S.WAYSIDE,-,-,1
2014-07-12,16,Theft,11H10,2300-2399,WAYSIDE,-,-,1
2014-07-07,16,Theft,11H10,600-699,WAYSIDE,-,S,1
2014-07-07,18,Burglary,11H10,1800-1899,ALTA VISTA,ST,-,1
2014-07-08,15,Theft,11H10,2300-2399,WAYSIDE,-,S,1
2014-07-09,19,Theft,11H10,5500-5599,LAWSON,-,-,1
2014-07-10,08,Burglary,11H10,2000-2099,ESPERANZA,-,-,1
2014-07-05,07,Theft,11H10,6100-6199,GULF,FWY,-,1
2014-07-04,21,Theft,11H10,100-199,NAVIGATION,-,E,1
2014-07-04,11,Theft,11H10,400-499,74TH,ST,N,1
2014-07-06,17,Burglary,11H10,7400-7499,CAPITOL,ST,-,1
2014-07-03,06,Theft,11H10,100-199,FOREST HILL,BLVD,-,1
2014-06-30,14,Auto Theft,11H10,200-299,66TH,ST,S,1
2014-07-16,21,Theft,11H10,2300-2399,WAYSIDE,-,S,1
2014-07-18,20,Theft,11H10,600-699,SSGT MACARIO GARCIA,DR,-,1
2014-07-21,10,Theft,11H10,2300-2399,WAYSIDE,-,S,1
2014-07-25,14,Theft,11H10,6500-6599,GRIGGS,-,-,1
2014-07-27,15,Theft,11H10,6800-6899,HARRISBURG,-,-,1
2014-07-23,19,Theft,11H10,500-599,75TH,ST,S,1
2014-07-24,23,Robbery,11H10,7200-7299,HARRISBURG,-,-,1
2014-07-31,17,Theft,11H10,6500-6599,PINEHURST,-,-,1
2014-07-29,18,Theft,11H10,900-999,REDWOOD,ST,-,1
2014-07-30,14,Theft,11H10,2300-2399,WAYSIDE,-,S,1
2014-07-31,10,Theft,11H10,7100-7199,LAWNDALE,-,-,1
2014-07-30,22,Burglary,11H10,6900-6999,LAWNDALE,-,-,1
2014-07-23,16,Theft,11H10,900-999,66TH,ST,N,1
2014-07-23,21,Theft,11H10,600-699,SSGT MACARIO GARCIA,DR,-,1
2014-07-28,14,Burglary,11H10,5600-5699,LAWNDALE,-,-,1
2014-07-28,00,Theft,11H10,7200-7299,AVENUE J,-,-,1
2014-07-26,22,Theft,11H10,2300-2399,WAYSIDE,-,S,1
2014-07-25,09,Theft,11H10,5600-5699,POLK,-,-,1
2014-07-17,12,Theft,11H10,2300-2399,WAYSIDE,-,-,1
2014-07-18,20,Theft,11H10,7400-7499,WALKER,-,-,1
2014-07-19,12,Burglary,11H10,6700-6799,AVENUE J,-,-,1
2014-07-08,09,Theft,11H10,500-599,75TH,ST,S,1
2014-07-04,09,Theft,11H10,2300-2399,WAYSIDE,-,-,1
2014-07-05,08,Theft,11H10,1700-1799,FOREST HILL,BLVD,-,1
2014-07-06,11,Theft,11H10,2300-2399,WAYSIDE,-,S,1
2014-07-07,14,Theft,11H10,5600-5699,POLK,-,-,1
2014-07-07,10,Auto Theft,11H10,5900-5999,GULF,FWY,-,1
2014-06-30,15,Theft,11H10,7800-7899,DAYTON,ST,-,1
2014-07-01,10,Theft,11H10,800-899,WAYSIDE,-,S,1
2014-07-02,17,Auto Theft,11H10,7200-7299,CAPITOL,ST,-,1
2014-07-02,23,Burglary,11H10,7000-7099,LAWNDALE,-,-,1
2014-07-03,10,Theft,11H10,7000-7099,LAWNDALE,-,-,1
2014-07-14,15,Theft,11H10,2300-2399,WAYSIDE,-,S,1
2014-07-13,16,Theft,11H10,1700-1799,IDYLWOOD,DR,-,1
2014-07-10,05,Robbery,11H10,1000-1099,WOODING,-,-,1
2014-07-18,15,Theft,11H10,1700-1799,75TH,ST,-,1
2014-07-19,10,Theft,11H10,2300-2399,WAYSIDE,-,S,1
2014-07-20,01,Burglary,11H10,300-399,74TH,ST,S,1
2014-07-21,16,Theft,11H10,1400-1499,SSGT MACARIO GARCIA,DR,-,1
2014-07-25,14,Theft,11H10,7900-7999,HARRISBURG,-,-,1
2014-07-26,13,Theft,11H10,6800-6899,HARRISBURG,-,-,1
2014-07-25,21,Robbery,11H10,6100-6199,GULF,FWY,-,1
2014-07-29,20,Burglary,11H10,7000-7099,SHERMAN,-,-,1
2014-07-29,16,Burglary,11H10,7000-7099,AVENUE C,-,-,1
2014-07-26,17,Theft,11H10,2400-2499,TELEPHONE,-,-,1
2014-07-20,02,Aggravated Assault,11H10,400-499,71ST,ST,-,1
2014-07-26,18,Theft,11H10,2300-2399,WAYSIDE,-,S,1
2014-07-18,09,Theft,11H10,6600-6699,MERRY,LN,-,1
2014-07-18,12,Burglary,11H10,6700-6799,AVENUE C,-,-,1
2014-07-14,19,Theft,11H10,2300-2399,WAYSIDE,-,S,1
2014-07-13,21,Theft,11H10,2300-2399,WAYSIDE,-,S,1
2014-07-15,20,Theft,11H10,2300-2399,WAYSIDE,-,S,1
2014-07-08,11,Burglary,11H10,2200-2299,RAINBOW,DR,-,1
2014-07-08,17,Theft,11H10,2300-2399,WAYSIDE,-,S,1
2014-07-09,23,Robbery,11H10,7100-7199,LAWNDALE,-,-,1
2014-07-11,22,Aggravated Assault,11H10,6000-6099,GULF,FWY,-,1
2014-07-10,20,Aggravated Assault,11H10,800-899,CESAR CHAVEZ,BLVD,N,1
2014-07-02,22,Theft,11H10,6700-6799,AVENUE O,-,-,1
2014-07-04,14,Auto Theft,11H10,100-199,DRESDEN,-,-,1
2014-07-29,22,Theft,11H10,2300-2399,WAYSIDE,-,-,1
2014-07-29,07,Theft,11H10,500-599,75TH,ST,S,1
2014-07-30,19,Theft,11H10,2300-2399,WAYSIDE,-,-,1
2014-07-31,21,Aggravated Assault,11H10,6700-6799,AVENUE L,-,-,1
2014-07-18,11,Theft,11H10,6800-6899,HARRISBURG,-,-,1
2014-07-18,11,Theft,11H10,7000-7099,HARRISBURG,-,-,1
2014-07-18,12,Burglary,11H10,6900-6999,AVENUE U,-,-,1
2014-07-16,02,Auto Theft,11H10,7200-7299,CAPITOL,ST,-,1
2014-07-16,16,Burglary,11H10,100-199,WOODVALE,-,-,1
2014-07-17,12,Theft,11H10,2300-2399,WAYSIDE,-,S,2
2014-07-18,07,Burglary,11H10,6500-6599,HARRISBURG,-,-,1
2014-07-26,14,Theft,11H10,7800-7899,HARRISBURG,-,-,1
2014-07-25,14,Theft,11H10,600-699,CESAR CHAVEZ,BLVD,N,1
2014-07-11,10,Burglary,11H10,1500-1599,LAWNDALE PLAZA,-,-,1
2014-07-12,08,Theft,11H10,7900-7999,AVENUE B,-,-,1
2014-07-13,03,Aggravated Assault,11H10,1700-1799,PASADENA,-,-,1
2014-07-14,11,Theft,11H10,5700-5799,DWINNELL,ST,-,1
2014-07-10,06,Theft,11H10,800-899,FAIR OAKS,DR,-,1
2014-07-03,23,Theft,11H10,7000-7099,AVENUE Q,-,-,1
2014-06-24,09,Theft,11H10,2300-2399,WAYSIDE,-,S,1
2014-07-29,15,Theft,11H10,6400-6499,HARRISBURG,-,-,1
2014-07-29,21,Theft,11H10,100-199,WAYSIDE,-,S,1
2014-07-01,10,Burglary,11H20,6900-6999,MYRTLE,-,-,1
2014-07-11,07,Robbery,11H20,7200-7299,PATRICIA,LN,-,1
2014-07-14,08,Theft,11H20,1200-1299,BROADWAY,ST,-,1
2014-07-24,15,Theft,11H20,1900-1999,BROADWAY,ST,-,1
2014-07-29,06,Theft,11H20,6600-6699,LINDEN,-,-,1
2014-07-29,09,Theft,11H20,8900-8999,LAWNDALE,-,-,1
2014-07-18,14,Auto Theft,11H20,7500-7599,KERNEL,ST,-,1
2014-07-28,02,Auto Theft,11H20,1200-1299,BROADWAY,ST,-,1
2014-07-28,18,Theft,11H20,1000-1099,EVERGREEN,DR,-,1
2014-07-12,23,Auto Theft,11H20,6900-6999,WOODRIDGE,-,-,1
2014-07-15,23,Robbery,11H20,7500-7599,PLUM CREEK,DR,-,1
2014-07-15,16,Theft,11H20,9200-9299,MANCHESTER,ST,-,1
2014-07-19,00,Robbery,11H20,7900-7999,GLOVER,-,-,1
2014-07-20,11,Theft,11H20,8500-8599,CYPRESS,ST,-,1
2014-07-29,20,Theft,11H20,7900-7999,LOOP,-,S,1
2014-07-26,00,Theft,11H20,6900-6999,KERNEL,ST,-,1
2014-07-11,17,Robbery,11H20,1200-1299,BROADWAY,ST,-,1
2014-06-05,14,Auto Theft,11H20,7100-7199,LINA,-,-,1
2014-07-30,08,Theft,11H20,8300-8399,MILLET,-,-,1
2014-07-07,21,Theft,11H20,1200-1299,BROADWAY,ST,-,1
2014-07-21,08,Theft,11H20,1000-1099,BROADWAY,ST,-,1
2014-07-17,15,Burglary,11H20,6600-6699,LINDEN,-,-,1
2014-07-25,01,Theft,11H20,6900-6999,GULF,FWY,-,1
2014-07-25,09,Robbery,11H20,6400-6499,MYRTLE,-,-,1
2014-07-24,14,Theft,11H20,6900-6999,GULF,FWY,-,1
