Date,Hour,Offense Type,Beat,Block Range,Street Name,Type,Suffix,# Offenses
2014-07-19,09,Theft,12D20,12800-12899,GULF,FWY,-,1
2014-07-18,15,Theft,12D20,11100-11199,FUQUA,ST,-,1
2014-07-14,19,Aggravated Assault,12D20,10700-10799,KINGSPOINT,-,-,1
2014-07-08,17,Theft,12D20,12000-12099,BEAMER,RD,-,1
2014-07-09,08,Theft,12D20,11000-11099,INDUS,ST,-,1
2014-07-06,12,Theft,12D20,9700-9799,SOUTHPORT,DR,-,1
2014-07-04,11,Auto Theft,12D20,11500-11599,SAM HOUSTON,PKWY,S,1
2014-07-30,14,Theft,12D20,9800-9899,FUQUA,ST,-,1
2014-07-30,02,Burglary,12D20,11300-11399,SAM HOUSTON,PKWY,S,1
2014-07-28,05,Theft,12D20,9400-9499,MISTY BRIDGE,-,-,1
2014-07-30,11,Theft,12D20,10900-10999,TANNER PARK,CT,-,1
2014-07-31,19,Auto Theft,12D20,11800-11899,SAM HOUSTON,PKWY,S,1
2014-07-31,19,Aggravated Assault,12D20,10600-10699,SABO,RD,-,1
2014-07-10,13,Theft,12D20,11300-11399,FUQUA,ST,-,1
2014-07-11,07,Theft,12D20,11300-11399,SAGEDOWNE,LN,-,1
2014-07-07,08,Aggravated Assault,12D20,9800-9899,MANGO,-,-,1
2014-06-30,20,Theft,12D20,12000-12099,SABO,RD,-,1
2014-06-30,00,Auto Theft,12D20,12300-12399,GULF,FWY,-,1
2014-07-03,08,Theft,12D20,11100-11199,FUQUA,ST,-,1
2014-07-19,06,Theft,12D20,10800-10899,KINGSPOINT,-,-,1
2014-07-13,14,Burglary,12D20,11800-11899,GULF POINTE,DR,-,1
2014-07-25,22,Auto Theft,12D20,12400-12499,GULF,FWY,-,1
2014-07-27,14,Theft,12D20,12800-12899,GULF,FWY,-,1
2014-07-23,21,Robbery,12D20,10700-10799,FUQUA,ST,-,1
2014-07-20,23,Burglary,12D20,10600-10699,SABO,RD,-,1
2014-07-31,22,Theft,12D20,11800-11899,SAM HOUSTON,PKWY,S,1
2014-07-13,00,Auto Theft,12D20,9800-9899,FONVILLE,DR,-,1
2014-07-14,05,Auto Theft,12D20,9800-9899,TILTREE,-,-,2
2014-07-13,21,Aggravated Assault,12D20,11800-11899,GULF POINTE,DR,-,1
2014-07-17,02,Auto Theft,12D20,10600-10699,SABO,RD,-,1
2014-07-20,23,Auto Theft,12D20,9900-9999,MANGO,-,-,2
2014-07-18,12,Auto Theft,12D20,11100-11199,FUQUA,ST,-,1
2014-07-24,11,Theft,12D20,11600-11699,BEAMER,RD,-,1
2014-07-23,06,Theft,12D20,10600-10699,SABO,RD,-,1
2014-07-19,17,Theft,12D30,9100-9199,BROADWAY,ST,N,1
2014-07-21,07,Burglary,12D30,5100-5199,SHAVER,ST,S,1
2014-07-16,06,Auto Theft,12D30,10600-10699,SOUTHDOWN TRACE,TRL,-,1
2014-07-06,17,Theft,12D30,,GULF,FWY,-,1
2014-07-05,19,Burglary,12D30,4400-4499,SHAVER,ST,S,1
2014-07-02,13,Burglary,12D30,11700-11799,FUQUA,ST,-,1
2014-07-30,16,Burglary,12D30,12500-12599,GREEN,DR,S,1
2014-07-30,12,Theft,12D30,12700-12799,GULF,FWY,-,1
2014-07-30,11,Theft,12D30,12900-12999,GULF,FWY,-,1
2014-07-20,12,Auto Theft,12D30,11900-11999,FOSSIL ROCK,LN,-,1
2014-07-25,11,Theft,12D30,13400-13499,CONKLIN,LN,-,1
2014-07-02,10,Theft,12D30,9800-9899,GULF PALMS,RD,-,1
2014-07-09,15,Theft,12D30,11700-11799,GULF,FWY,-,1
2014-07-28,10,Auto Theft,12D30,12100-12199,GULF,FWY,-,1
2014-07-04,00,Robbery,12D30,11700-11799,FUQUA,ST,-,1
2014-07-05,12,Burglary,12D30,12600-12699,GREEN,DR,S,1
2014-07-03,07,Burglary,12D30,12500-12599,PALMSPRINGS,DR,-,1
2014-07-13,22,Robbery,12D30,12500-12599,GREEN,DR,S,1
2014-07-20,23,Auto Theft,12D30,9300-9399,GAMEBIRD,LN,-,1
2014-07-20,00,Burglary,12D30,12400-12499,GULF,FWY,-,1
2014-07-23,07,Theft,12D30,13700-13799,RURAL OAK,ST,-,1
2014-07-27,23,Aggravated Assault,12D30,2800-2899,S. RICHEY,-,-,1
2014-07-04,19,Auto Theft,12D30,12700-12799,GULF,FWY,-,1
2014-04-27,16,Aggravated Assault,12D30,12500-12599,GREEN,DR,S,1
2014-07-04,10,Auto Theft,12D30,12300-12399,GULF,FWY,-,2
2014-07-04,12,Theft,12D30,12200-12299,PALMSPRINGS,DR,-,1
2014-07-03,14,Theft,12D30,10900-10999,ALMEDA GENOA,RD,-,1
2014-07-20,14,Theft,12D30,12300-12399,GULF,FWY,-,1
2014-07-15,15,Auto Theft,12D30,13400-13499,GULF,FWY,-,1
2014-07-26,07,Burglary,12D30,5100-5199,S.SHAVER,-,-,1
2014-07-25,16,Burglary,12D30,5100-5199,SHAVER,ST,S,1
2014-07-27,12,Auto Theft,12D30,13800-13899,SCARSDALE,BLVD,-,1
2014-07-24,08,Auto Theft,12D30,4400-4499,S.SHAVER,-,-,1
2014-07-09,06,Auto Theft,12D30,13700-13799,CLEAR TRAIL,LN,-,1
2014-07-11,22,Theft,12D30,4400-4499,SHAVER,ST,S,1
2014-07-06,06,Theft,12D30,13500-13599,HIGH BANKS,LN,-,1
2014-07-11,15,Auto Theft,12D30,4500-4599,SHAVER,ST,S,1
2014-07-13,14,Theft,12D30,11700-11799,GULF,FWY,-,1
2014-07-13,16,Theft,12D30,11900-11999,GULF,FWY,-,1
2014-07-10,19,Burglary,12D30,12200-12299,PALMDATE,ST,-,1
2014-07-02,16,Burglary,12D30,11700-11799,FUQUA,ST,-,1
2014-07-21,06,Theft,12D30,13100-13199,GARLENDA,LN,-,1
2014-07-27,14,Theft,12D30,11900-11999,GULF,FWY,-,1
2014-07-26,00,Auto Theft,12D30,12800-12899,GULF,FWY,-,2
2014-07-21,17,Auto Theft,12D30,11700-11799,GULF,FWY,-,1
2014-07-04,14,Auto Theft,12D30,12800-12899,ROYDON,DR,-,2
2014-06-09,09,Auto Theft,12D30,12200-12299,GULF,FWY,-,1
2014-07-03,16,Theft,12D30,11700-11799,GULF,FWY,-,1
2014-07-11,06,Auto Theft,12D30,12400-12499,GULF,FWY,-,1
2014-07-30,06,Theft,12D30,12900-12999,GULF,FWY,-,1
2014-07-08,04,Auto Theft,12D40,500-599,FM 1959,-,-,1
2014-07-24,00,Robbery,12D40,700-799,FM 1959,-,-,1
2014-07-15,03,Burglary,12D40,11800-11899,ALGONQUIN,DR,-,1
2014-07-03,12,Burglary,12D40,11800-11899,ALGONQUIN,DR,-,1
2014-01-30,14,Theft,12D40,11800-11899,ALGONQUIN,DR,-,1
2014-07-23,14,Aggravated Assault,12D40,11800-11899,ALGONQUIN,DR,-,1
2014-07-22,12,Auto Theft,12D40,14100-14199,GULF,FWY,-,1
2014-07-28,17,Robbery,12D40,11700-11799,ALGONQUIN,DR,-,1
2014-07-17,14,Theft,12D40,11800-11899,ALGONQUIN,DR,-,1
2014-07-20,02,Theft,12D40,500-599,FM 1959,-,-,1
2014-07-19,00,Aggravated Assault,12D40,900-999,FM 1959,-,-,1
2014-07-26,08,Robbery,12D40,12700-12799,SCARSDALE,BLVD,-,1
2014-07-22,10,Auto Theft,12D40,10300-10399,KOENIG,-,-,1
2014-07-31,14,Theft,12D40,11800-11899,ALGONQUIN,DR,-,1
2014-07-13,13,Theft,12D40,14900-14999,GULF,FWY,-,1
2014-07-27,04,Theft,12D40,15600-15699,GULF,FWY,-,1
2014-07-27,12,Auto Theft,12D40,900-999,FM 1959,-,-,1
2014-07-22,09,Auto Theft,12D40,1500-1599,DIXIE FARM,RD,-,1
2014-07-31,00,Theft,12D40,11800-11899,ALGONQUIN,DR,-,1
2014-07-26,12,Burglary,12D40,12300-12399,ASTORIA,BLVD,-,1
2014-07-22,04,Auto Theft,12D40,12600-12699,SANDY HOOK,DR,-,1
2014-07-18,22,Rape,12D40,11800-11899,ASTORIA,BLVD,-,1
2014-07-12,10,Auto Theft,12D40,15600-15699,GULF,FWY,-,1
2014-07-21,12,Theft,12D40,1200-1299,DIXIE FARM,RD,-,1
2014-07-27,12,Theft,12D40,15100-15199,GULF,FWY,-,1
2014-07-19,21,Robbery,12D50,2400-2499,BAY AREA,BLVD,-,1
2014-07-16,15,Theft,12D50,2300-2399,SYCAMORE GROVE,DR,-,1
2014-07-02,13,Burglary,12D50,2000-2099,MISTY GROVE,CT,-,1
2014-06-28,20,Aggravated Assault,12D50,4100-4199,NOBLE PINE,DR,-,1
2014-07-24,10,Theft,12D50,14100-14199,SPACE CENTER,BLVD,-,1
2014-07-14,12,Burglary,12D50,14100-14199,WHITLOCK,DR,-,1
2014-07-10,12,Theft,12D50,1900-1999,EL DORADO,BLVD,-,1
2014-07-23,02,Theft,12D50,1900-1999,EL DORADO,BLVD,-,1
2014-07-28,16,Burglary,12D50,1700-1799,EMERALD LAKE,CT,-,1
2014-07-31,18,Theft,12D50,15800-15899,ECHO HILL,DR,-,1
2014-07-11,11,Burglary,12D50,3800-3899,PINE GREEN,TRL,-,1
2014-07-25,15,Burglary,12D50,2000-2099,MABRY MILL,RD,-,1
2014-06-20,14,Theft,12D50,1400-1499,AMBER KNOLL,CT,-,1
2014-07-29,14,Theft,12D50,2400-2499,BAY AREA,BLVD,-,1
2014-07-23,23,Theft,12D60,1600-1699,NEPTUNE,LN,-,1
2014-07-20,15,Theft,12D60,700-799,PINELOCH,DR,-,1
2014-06-01,13,Auto Theft,12D60,1000-1099,SEAFOAM,RD,-,1
2014-07-09,13,Theft,12D60,15600-15699,SPACE CENTER,BLVD,-,1
2014-07-12,18,Theft,12D60,16400-16499,EL CAMINO REAL,-,-,1
2014-07-20,06,Theft,12D60,15400-15499,PEERMONT,-,-,1
2014-07-07,22,Burglary,12D60,1600-1699,BAY AREA,BLVD,-,1
2014-07-12,17,Theft,12D60,15700-15799,FATHOM,LN,-,1
2014-07-13,12,Theft,12D60,1000-1099,EL DORADO,BLVD,-,1
2014-07-02,06,Auto Theft,12D60,1200-1299,BAY AREA,BLVD,-,1
2014-07-22,10,Theft,12D60,1700-1799,LINFIELD,WAY,-,1
2014-07-21,16,Auto Theft,12D60,16600-16699,EL CAMINO REAL,-,-,1
2014-07-27,01,Burglary,12D60,1400-1499,EL CAMINO VILLAGE,DR,-,1
2014-07-18,20,Theft,12D60,16800-16899,EL CAMINO REAL,-,-,1
2014-07-19,18,Theft,12D60,15300-15399,PLEASANT VALLEY,RD,-,1
2014-07-31,13,Theft,12D60,16500-16599,SEA LARK,-,-,1
2014-07-14,19,Auto Theft,12D60,16200-16299,EL CAMINO REAL,-,-,1
2014-07-18,11,Theft,12D60,17000-17099,EL CAMINO REAL,-,-,1
2014-07-26,13,Theft,12D60,17800-17899,KINGS PARK,LN,-,1
2014-07-23,13,Theft,12D60,900-999,RESEDA,DR,-,1
2014-07-07,06,Auto Theft,12D60,16200-16299,BUCCANEER,-,-,1
2014-07-08,14,Theft,12D60,16500-16599,EL CAMINO REAL,-,-,1
2014-07-26,18,Theft,12D60,15900-15999,SPACE CENTER,BLVD,-,1
2014-07-17,14,Theft,12D60,15300-15399,PLEASANT VALLEY,RD,-,1
2014-07-20,14,Auto Theft,12D60,15700-15799,EL CAMINO REAL,-,-,1
2014-07-19,08,Theft,12D60,18900-18999,SPACE CENTER,BLVD,-,1
2014-06-30,10,Theft,12D60,1100-1199,RESEDA,DR,-,1
2014-07-10,00,Theft,12D60,1300-1399,NASA,PKWY,-,1
2014-07-11,16,Auto Theft,12D60,16700-16799,EL CAMINO REAL,-,-,1
2014-07-25,20,Theft,12D60,17800-17899,KINGS PARK,LN,-,1
2014-07-26,14,Theft,12D60,16200-16299,RILL,LN,-,1
2014-07-25,14,Burglary,12D60,16200-16299,RILL,LN,-,1
2014-07-25,22,Aggravated Assault,12D60,14900-14999,WOODHORN,DR,-,1
2014-07-22,08,Theft,12D60,1600-1699,NEPTUNE,LN,-,2
2014-07-20,13,Theft,12D60,1600-1699,BEACHCOMBER,LN,-,1
2014-07-18,19,Theft,12D60,1700-1799,BARLETON,WAY,-,1
2014-07-16,23,Theft,12D60,16200-16299,RILL,LN,-,1
2014-07-13,12,Theft,12D60,16100-16199,THUNDERBAY,DR,-,1
2014-07-13,20,Theft,12D60,2100-2199,NASA,PKWY,-,1
2014-07-07,17,Aggravated Assault,12D60,1600-1699,BAY AREA,BLVD,-,1
2014-07-11,02,Burglary,12D60,1300-1399,NASA,PKWY,-,1
2014-07-02,15,Burglary,12D60,14900-14999,ASPEN HILLS,DR,-,1
2014-07-02,09,Auto Theft,12D60,16400-16499,EL CAMINO REAL,-,-,1
2014-07-03,14,Burglary,12D60,2300-2399,BAY AREA,BLVD,-,1
2014-07-02,00,Burglary,12D60,16200-16299,EL CAMINO REAL,-,-,1
2014-07-17,14,Auto Theft,12D60,16600-16699,EL CAMINO REAL,-,-,1
2014-07-17,22,Burglary,12D60,600-699,OAK HARBOR,DR,-,1
2014-07-20,01,Robbery,12D60,1800-1899,EL DORADO,BLVD,-,1
2014-07-19,04,Burglary,12D60,17900-17999,KINGS PARK,LN,-,1
2014-07-23,22,Theft,12D60,1500-1599,BAY AREA,BLVD,-,1
2014-07-24,11,Burglary,12D60,1500-1599,BAY AREA,BLVD,-,1
2014-07-24,14,Theft,12D70,100-199,EL DORADO,BLVD,W,1
2014-07-22,21,Theft,12D70,600-699,BAYBROOK MALL,-,-,1
2014-07-27,16,Theft,12D70,600-699,EL DORADO,BLVD,-,1
2014-07-19,16,Theft,12D70,100-199,EL DORADO,BLVD,W,1
2014-07-18,15,Theft,12D70,500-599,BAYBROOK MALL,-,-,1
2014-07-20,06,Robbery,12D70,900-999,CLEAR LAKE CITY,BLVD,-,1
2014-07-02,12,Theft,12D70,100-199,EL DORADO,BLVD,W,1
2014-06-23,19,Theft,12D70,15800-15899,PIPERS VIEW,DR,-,1
2014-07-04,16,Theft,12D70,300-399,RICHVALE,LN,-,1
2014-07-04,11,Theft,12D70,200-299,EL DORADO,BLVD,-,1
2014-07-11,22,Robbery,12D70,500-599,EL DORADO,BLVD,-,1
2014-07-13,03,Theft,12D70,100-199,EL DORADO,BLVD,W,1
2014-07-10,23,Theft,12D70,100-199,EL DORADO,BLVD,W,1
2014-07-09,12,Theft,12D70,100-199,EL DORADO,BLVD,W,1
2014-07-06,14,Theft,12D70,300-399,BAYBROOK MALL,-,-,1
2014-07-12,14,Auto Theft,12D70,19200-19299,GULF,FWY,-,1
2014-07-13,13,Theft,12D70,500-599,BAYBROOK MALL,-,-,1
2014-07-25,21,Theft,12D70,100-199,EL DORADO,BLVD,W,1
2014-07-26,20,Theft,12D70,500-599,BAYBROOK MALL,-,-,1
2014-07-30,18,Burglary,12D70,15900-15999,WINDOM,DR,-,1
2014-07-27,14,Theft,12D70,18100-18199,GULF,FWY,-,1
2014-07-29,15,Theft,12D70,100-199,EL DORADO,BLVD,W,1
2014-07-29,14,Theft,12D70,600-699,BAYBROOK MALL,-,-,1
2014-07-22,18,Theft,12D70,100-199,BAYBROOK MALL,-,-,1
2014-07-13,07,Burglary,12D70,16200-16299,GALVESTON,RD,-,1
2014-07-09,10,Theft,12D70,100-199,EL DORADO,BLVD,W,1
2014-07-03,08,Theft,12D70,1800-1899,BAY AREA,BLVD,W,1
2014-07-03,16,Burglary,12D70,600-699,BARRINGER,LN,-,1
2014-07-06,06,Burglary,12D70,3100-3199,FM 2351,-,-,1
2014-07-06,16,Theft,12D70,1800-1899,BAY AREA,BLVD,W,1
2014-07-30,15,Auto Theft,12D70,500-599,BAYBROOK MALL,-,-,1
2014-07-30,14,Burglary,12D70,300-399,ELDERVISTA,DR,-,1
2014-07-31,20,Theft,12D70,100-199,W. EL DORADO,BLVD,-,1
2014-07-03,11,Auto Theft,12D70,200-299,EL DORADO,BLVD,-,2
2014-07-06,21,Theft,12D70,500-599,EL DORADO,BLVD,-,1
2014-07-14,11,Theft,12D70,15500-15599,ZABOLIO,LN,-,1
2014-07-07,19,Auto Theft,12D70,15500-15599,ZABOLIO,LN,-,1
2014-07-19,20,Theft,12D70,100-199,EL DORADO,BLVD,W,1
2014-07-21,08,Robbery,12D70,500-599,EL DORADO BLVD 800,-,-,1
2014-07-20,16,Theft,12D70,100-199,BAYBROOK MALL,-,-,1
2014-07-16,16,Theft,12D70,18100-18199,GULF,FWY,-,1
2014-07-23,18,Theft,12D70,600-699,BAYBROOK MALL,-,-,1
2014-07-24,16,Theft,12D70,100-199,EL DORADO,BLVD,W,1
2014-07-24,11,Burglary,12D70,300-399,ELDER GLEN,DR,-,1
2014-07-28,20,Theft,12D70,1500-1599,BAY AREA,BLVD,W,1
2014-07-31,16,Theft,12D70,19400-19499,GULF,FWY,-,1
2014-07-30,15,Auto Theft,12D70,500-599,EL DORADO,BLVD,-,1
2014-07-10,15,Theft,12D70,300-399,BAYBROOK MALL,-,-,1
2014-07-05,14,Theft,12D70,200-299,EL DORADO,BLVD,-,1
2006-01-01,14,Rape,12D70,600-699,BARRINGER,LN,-,1
2014-07-25,18,Theft,12D70,100-199,EL DORADO,BLVD,W,1
2014-07-28,19,Theft,12D70,100-199,EL DORADO,BLVD,W,1
2014-07-18,16,Theft,12D70,100-199,EL DORADO,BLVD,W,1
2014-07-20,13,Theft,12D70,100-199,EL DORADO,BLVD,W,1
2014-07-31,07,Theft,12D70,19100-19199,GLENWEST,DR,-,1
2014-07-21,07,Burglary,12D70,1600-1699,BAYBROOK VILLAGE,-,-,1
2014-07-15,21,Burglary,12D70,15500-15599,ZABOLIO,LN,-,1
2014-07-14,17,Theft,12D70,100-199,EL DORADO,BLVD,W,1
2014-07-14,22,Theft,12D70,100-199,W. EL DORADO,BLVD,-,1
2014-07-25,14,Theft,12D70,500-599,BAYBROOK MALL,-,-,1
2014-07-22,13,Auto Theft,12D70,18100-18199,GULF,FWY,-,1
2014-07-24,14,Theft,12D70,18100-18199,GULF,FWY,-,1
2014-07-24,17,Theft,12D70,100-199,EL DORADO,BLVD,W,1
2014-07-24,18,Theft,12D70,1300-1399,BAYBROOK MALL,DR,-,1
2014-07-01,08,Theft,12D70,600-699,PINELOCH,DR,-,1
2014-07-13,17,Rape,12D70,200-299,EL DORADO,BLVD,-,1
2014-07-08,08,Theft,12D70,400-499,TRESVANT,DR,-,1
2014-07-07,16,Theft,12D70,18100-18199,GULF,FWY,-,1
2014-07-08,15,Theft,12D70,1600-1699,BAY AREA,BLVD,W,1
2014-07-12,15,Theft,12D70,100-199,BAYBROOK MALL,-,-,1
2014-04-01,17,Theft,12D70,200-299,EL DORADO,BLVD,-,1
2014-07-05,18,Theft,12D70,100-199,BAYBROOK MALL,-,-,1
2014-07-21,10,Theft,12D70,0-99,BAYBROOK MALL,-,-,1
2014-07-21,16,Theft,12D70,100-199,EL DORADO,BLVD,W,1
2014-07-17,12,Theft,12D70,1500-1599,BAY AREA,BLVD,W,1
2014-07-17,15,Theft,12D70,600-699,BAYBROOK MALL,-,-,1
2014-07-23,18,Theft,12D70,200-299,EL DORADO,BLVD,-,1
2014-07-29,14,Theft,12D70,19000-19099,GULF,FWY,-,1
2014-07-30,12,Robbery,12D70,500-599,BAYBROOK MALL,-,-,1
2014-07-14,13,Theft,12D70,100-199,EL DORADO,BLVD,W,1
2014-07-10,06,Burglary,12D70,15200-15299,GALVESTON,RD,-,1
2014-07-08,14,Theft,12D70,18200-18299,GULF,FWY,-,1
2014-07-04,16,Theft,12D70,100-199,EL DORADO,BLVD,W,1
2014-07-16,07,Theft,12D70,600-699,PINELOCH,DR,-,1
2014-07-15,18,Theft,12D70,1300-1399,BAYBROOK MALL,DR,-,1
2014-07-16,18,Theft,12D70,100-199,EL DORADO,BLVD,W,1
2013-07-23,12,Auto Theft,12D70,18100-18199,GULF,FWY,-,1
2014-07-30,21,Aggravated Assault,12D70,400-499,EL DORADO,BLVD,-,1
2014-07-30,19,Theft,12D70,1500-1599,BAY AREA,BLVD,W,1
2014-07-23,19,Theft,13D10,500-599,GULFGATE CENTER MALL,-,-,1
2014-07-25,23,Robbery,13D10,4300-4399,TELEPHONE,-,-,1
2014-07-25,14,Robbery,13D10,7500-7599,JOPLIN,-,-,1
2014-07-26,16,Theft,13D10,3100-3199,WOODRIDGE,-,-,1
2014-07-17,07,Theft,13D10,6800-6899,GULF,FWY,-,1
2014-07-18,14,Auto Theft,13D10,400-499,WINKLER,DR,-,1
2014-07-18,00,Auto Theft,13D10,7000-7099,KINNEY,-,-,1
2014-07-16,10,Robbery,13D10,6100-6199,GRIGGS,-,-,1
2014-07-15,15,Theft,13D10,2700-2799,CARROLTON,ST,-,1
2014-07-06,01,Theft,13D10,6100-6199,LOOP,-,S,1
2014-06-30,10,Theft,13D10,3000-3099,TELEPHONE,-,-,1
2014-07-01,21,Burglary,13D10,6900-6999,LOOP,-,S,1
2014-07-08,07,Theft,13D10,5900-5999,GRIGGS,-,-,1
2014-07-09,07,Auto Theft,13D10,7600-7699,CAMWOOD,-,-,1
2014-07-09,09,Auto Theft,13D10,3600-3699,PENWOOD,WAY,-,1
2014-07-11,11,Burglary,13D10,6000-6099,DEEPWOOD,DR,-,1
2014-07-29,15,Burglary,13D10,3900-3999,ERBY,ST,-,1
2014-07-28,16,Theft,13D10,1000-1099,GULFGATE CENTER MALL,-,-,1
2014-07-06,16,Robbery,13D10,2700-2799,BEATTY,ST,-,1
2014-07-07,17,Theft,13D10,6600-6699,LONG,DR,-,1
2014-07-07,21,Robbery,13D10,5300-5399,TELEPHONE,-,-,1
2014-07-07,12,Auto Theft,13D10,6500-6599,SLOAN,-,-,2
2014-07-11,01,Robbery,13D10,6000-6099,GULF,FWY,-,1
2014-07-13,18,Robbery,13D10,4300-4399,TELEPHONE,-,-,1
2014-07-08,07,Aggravated Assault,13D10,3000-3099,GOLFCREST,BLVD,-,1
2014-07-01,13,Robbery,13D10,2600-2699,TELEPHONE,-,-,1
2014-07-04,14,Auto Theft,13D10,7300-7399,SOUTHWAY,DR,-,1
2014-07-05,08,Burglary,13D10,6100-6199,LOOP,-,-,1
2014-07-22,14,Theft,13D10,6600-6699,STILLWELL,-,-,1
2014-07-22,15,Theft,13D10,6100-6199,LONG,DR,-,1
2014-07-22,09,Theft,13D10,6800-6899,GULF,FWY,-,1
2014-07-15,17,Theft,13D10,7100-7199,VILLAGE,WAY,-,1
2014-07-17,16,Auto Theft,13D10,7700-7799,GREENSTONE,ST,-,2
2014-07-16,22,Theft,13D10,6100-6199,LONG,DR,-,1
2014-07-21,15,Theft,13D10,6800-6899,GULF,FWY,-,1
2014-07-20,16,Burglary,13D10,2500-2599,MUNGER,-,-,1
2014-07-18,15,Burglary,13D10,6900-6999,LOOP,-,S,1
2014-07-18,16,Robbery,13D10,2900-2999,WOODRIDGE,-,-,1
2014-07-19,18,Burglary,13D10,7500-7599,BRADFORD,ST,-,1
2014-07-31,05,Burglary,13D10,4300-4399,TELEPHONE,-,-,1
2014-07-18,10,Auto Theft,13D10,5600-5699,TRENDALE,-,-,1
2014-07-16,04,Auto Theft,13D10,3600-3699,WESLOW,-,-,1
2014-07-17,20,Rape,13D10,6700-6799,LONG,DR,-,1
2014-07-23,13,Aggravated Assault,13D10,6100-6199,LOOP,-,S,1
2014-07-22,04,Theft,13D10,6100-6199,LOOP,-,S,1
2014-07-23,16,Theft,13D10,6100-6199,LOOP,-,S,1
2014-07-24,12,Theft,13D10,200-299,GULFGATE CENTER MALL,-,-,1
2014-07-01,21,Aggravated Assault,13D10,2100-2199,DES JARDINES,ST,-,1
2014-07-04,22,Auto Theft,13D10,3100-3199,PRODUCE ROW,-,-,1
2014-07-10,15,Theft,13D10,4000-4099,TELEPHONE,-,-,1
2014-07-11,11,Theft,13D10,2800-2899,WOODRIDGE,-,-,1
2014-07-08,09,Robbery,13D10,6000-6099,LONG,DR,-,1
2014-07-09,12,Theft,13D10,2000-2099,JEAN,-,-,1
2014-07-09,16,Burglary,13D10,2200-2299,JEAN,-,-,1
2014-07-11,17,Auto Theft,13D10,4500-4599,TELEPHONE,-,-,1
2014-07-30,10,Theft,13D10,6400-6499,GULF,FWY,-,1
2014-07-25,05,Auto Theft,13D10,6500-6599,GAMMAGE,ST,-,1
2014-07-23,10,Theft,13D10,7100-7199,GILLEN,-,-,1
2014-07-21,02,Auto Theft,13D10,7100-7199,MOLINE,-,-,1
2014-07-18,15,Auto Theft,13D10,5600-5699,OLD SPANISH,TRL,-,1
2014-07-18,16,Theft,13D10,6800-6899,GULF,FWY,-,1
2014-07-10,00,Theft,13D10,7000-7099,GULF,FWY,-,1
2014-07-13,23,Burglary,13D10,6100-6199,GRIGGS,-,-,1
2014-07-12,09,Theft,13D10,6100-6199,LOOP,-,S,1
2014-07-11,07,Theft,13D10,2400-2499,BROAD,ST,-,1
2014-07-07,11,Auto Theft,13D10,5700-5799,WESTDALE,-,-,1
2014-07-06,16,Aggravated Assault,13D10,6000-6099,CLOVER RIDGE,-,-,1
2014-07-01,08,Theft,13D10,6700-6799,LONG,DR,-,1
2014-07-02,20,Theft,13D10,6100-6199,LOOP,-,-,1
2014-07-02,00,Theft,13D10,6200-6299,PINEWAY,BLVD,-,1
2014-07-05,19,Murder,13D10,6400-6499,SLOAN,-,-,1
2014-07-06,07,Theft,13D10,6800-6899,FAIRWAY,DR,-,1
2014-07-02,08,Theft,13D10,2900-2999,PLUM CREEK,LN,-,1
2014-06-29,12,Theft,13D10,2100-2199,GULF CENTRAL,DR,-,1
2014-07-07,23,Theft,13D10,7500-7599,THUROW,-,-,1
2014-07-10,06,Theft,13D10,3500-3599,EVERGREEN,DR,-,1
2014-07-14,15,Theft,13D10,3100-3199,WOODRIDGE,-,-,1
2014-07-22,15,Burglary,13D10,2800-2899,CARROLTON,ST,-,1
2014-07-20,03,Theft,13D10,6800-6899,GULF,FWY,-,1
2014-07-19,11,Auto Theft,13D10,6800-6899,GULF,FWY,-,1
2014-07-16,22,Aggravated Assault,13D10,5200-5299,TELEPHONE,-,-,2
2014-07-17,17,Theft,13D10,6800-6899,GULF,FWY,-,1
2014-07-23,20,Theft,13D10,6100-6199,LONG,DR,-,1
2014-07-31,22,Theft,13D10,5400-5499,TELEPHONE,-,-,1
2014-07-28,05,Burglary,13D10,2500-2599,MUNGER,-,-,1
2014-07-29,12,Theft,13D10,6100-6199,LOOP,-,S,1
2014-07-27,15,Theft,13D10,2300-2399,OAKCLIFF,ST,-,1
2014-07-25,14,Burglary,13D10,2600-2699,OAKCLIFF,ST,-,1
2014-07-14,12,Theft,13D10,7100-7199,MCHENRY,-,-,1
2014-07-14,13,Auto Theft,13D10,2500-2599,BEATTY,ST,-,1
2014-07-17,07,Burglary,13D10,6700-6799,LONG,DR,-,1
2014-07-18,23,Theft,13D10,6100-6199,LOOP,-,S,1
2014-07-12,13,Theft,13D10,6700-6799,LONG,DR,-,1
2014-07-09,18,Aggravated Assault,13D10,6400-6499,GULF,FWY,-,1
2014-07-08,19,Auto Theft,13D10,3300-3399,ASKEW,ST,-,2
2014-07-08,20,Robbery,13D10,4000-4099,TELEPHONE,-,-,1
2014-07-05,10,Theft,13D10,7100-7199,KINNEY,-,-,1
2014-07-03,11,Theft,13D10,6500-6599,RUPLEY,CIR,-,1
2014-07-03,20,Theft,13D10,7000-7099,EPPES,ST,-,1
2014-07-04,14,Theft,13D10,6400-6499,LONG,DR,-,1
2014-07-04,14,Theft,13D10,6800-6899,GULF,FWY,-,1
2014-07-08,23,Auto Theft,13D10,5600-5699,CHESWOOD,ST,-,1
2014-07-06,22,Theft,13D10,6100-6199,LONG,DR,-,1
2014-07-06,23,Theft,13D10,7100-7199,WINFREE,DR,-,1
