Date,Hour,Offense Type,Beat,Block Range,Street Name,Type,Suffix,# Of
2014-08-22,15,Theft,1A10,,UNK,GREENS RD,-,-
2014-08-21,12,Theft,1A10,Warehouse,1200-1299,KRESS,-,-
2014-08-20,00,Theft,1A10,,1600-1699,LAMAR,-,-
2013-12-13,09,Theft,1A10,"Theatres, Dinner Theaters, Auditoriums",600-699,TEXAS,ST,-
2014-08-23,19,Theft,1A10,,12600-12699,BROOKGLADE,CIR,-
2014-08-24,10,Theft,1A10,Apartment Rental Office,UNK,CHENEVERT,-,N
2014-08-23,13,Theft,1A10,Commercial Parking Lot or Garage,UNK,THOMPSON,-,-
2014-08-23,13,Auto Theft,1A10,Bar or Night Club Parking Lot,700-799,FRANKLIN,ST,-
2014-08-25,21,Theft,1A10,,900-999,GEMINI,-,-
2014-08-20,12,Rape,1A10,,1400-1499,ST JOSEPH,PKWY,-
2014-08-22,09,Theft,1A10,Apartment,UNK,SCOTT,-,-
2014-08-16,20,Theft,1A10,Bar or Night Club,5200-5299,WASHINGTON,AVE,-
2014-08-18,19,Theft,1A10,Mall Common Area,9500-9599,HEMPSTEAD,RD,-
2014-08-18,15,Theft,1A10,Restaurant or Cafeteria Parking Lot,5700-5799,RICHMOND,AVE,-
2014-08-17,17,Theft,1A10,Bar or Night Club,UNK,MAIN,-,-
2014-08-18,08,Theft,1A10,Apartment,5000-5099,WILLOW,DR,S
2014-08-14,17,Theft,1A10,Driveway,6200-6299,BELDART,ST,-
2014-08-15,10,Theft,1A10,Garage or Carport,1000-1099,7TH,ST,E
2014-08-14,10,Theft,1A10,Grocery Store or Supermarket,10100-10199,BEECHNUT,ST,-
2014-08-14,12,Theft,1A10,Grocery Store or Supermarket,2300-2399,WAYSIDE,-,S
2014-08-14,12,Theft,1A10,Mall Common Area,300-399,MEMORIAL CITY,WAY,-
2014-08-14,13,Theft,1A10,Apartment,UNK,WINDMILL LAKES BLVD,-,-
2014-08-12,15,Theft,1A10,,1000-1099,GULF,FWY,-
2014-08-12,15,Auto Theft,1A10,Commercial Parking Lot or Garage,400-499,DALLAS,ST,-
2014-08-12,14,Theft,1A10,"Road, Street, or Sidewalk",1400-1499,THORNTON,-,-
2014-08-12,19,Auto Theft,1A10,,1200-1299,FRANKLIN,ST,-
2014-08-13,22,Theft,1A10,Apartment,2800-2899,GREENBRIAR,DR,-
2014-08-13,14,Theft,1A10,"Road, Street, or Sidewalk",UNK,FANNIN,-,-
2014-08-01,11,Theft,1A10,Apartment Parking Lot,1300-1399,RICHMOND,AVE,-
2014-08-01,23,Theft,1A10,"Hotel, Motel, Inn, Etc.",7600-7699,KATY TOLL,RD,-
2014-08-02,02,Theft,1A10,"Gym, Recreat, Club House, Indoor Pool, Spa",2500-2599,DUNSTAN,RD,-
2014-08-02,17,Theft,1A10,Residence or House,10000-10099,HIBERNIA,DR,-
2014-08-02,10,Theft,1A10,Restaurant or Cafeteria,14000-14099,MEMORIAL,DR,-
2014-07-31,15,Theft,1A10,,11000-11099,CATAMORE,-,-
2014-07-31,15,Theft,1A10,Apartment,3600-3699,MACGREGOR,WAY,N
2014-07-31,12,Theft,1A10,"Gym, Recreat, Club House, Indoor Pool, Spa",12500-12599,WESTHEIMER,RD,-
2014-05-31,20,Theft,1A10,"Amusement Park, Bowling Alley, Skate Rink",3300-3399,LOCKWOOD,DR,E
2014-05-01,19,Theft,1A10,Miscellaneous Business (Non-Specific),6400-6499,OLD CHATHAM,LN,-
2014-05-25,10,Theft,1A10,Tollway,UNK,SAM HOUSTON PKWY E,-,-
2014-07-04,13,Theft,1A10,,1500-1599,OLD SPANISH,TRL,-
2014-07-26,21,Auto Theft,1A10,,900-999,TEXAS,ST,-
2014-07-29,10,Theft,1A10,,8700-8799,EMNORA,LN,-
2014-07-29,11,Theft,1A10,Restaurant or Cafeteria,UNK,PIERCE ST,-,-
2014-07-29,13,Theft,1A10,Airport Terminal,2800-2899,TERMINAL,RD,N
2014-08-03,19,Theft,1A10,"Hotel, Motel, Inn, Etc.",2500-2599,LOOP,-,W
2014-08-04,09,Theft,1A10,,1000-1099,20TH,ST,W
2014-08-04,09,Theft,1A10,Convenience Store Parking Lot,9300-9399,LONG POINT,RD,-
2014-08-05,13,Theft,1A10,,10200-10299,VALENCIA,DR,-
2014-08-06,12,Theft,1A10,,9400-9499,SAM HOUSTON,PKWY,W
2014-08-06,11,Theft,1A10,Apartment,10700-10799,WESTBRAE,PKWY,-
2014-08-08,23,Theft,1A10,,100-199,CHENEVERT,-,-
2014-08-08,23,Theft,1A10,"Parks and Recreation, Zoo, Swimming Pool",3400-3499,SCOTT,-,-
2014-08-08,03,Theft,1A10,Bus Stop,UNK,ALDER,DR,-
2014-08-09,21,Theft,1A10,Apartment,2100-2199,HOLLY HALL,-,-
2014-08-09,22,Theft,1A10,"Stadium, Sports Arena, Race Track",1600-1699,CONGRESS,-,-
2014-08-10,09,Theft,1A10,,2300-2399,PIERCE,-,-
2014-08-10,16,Theft,1A10,Restaurant or Cafeteria,300-399,GRAY,-,-
2014-08-12,08,Aggravated Assault,1A10,,800-899,PRESTON,ST,-
2014-08-11,17,Rape,1A10,"Road, Street, or Sidewalk",2000-2099,LA BRANCH,-,-
2014-08-11,16,Theft,1A10,Commercial Building,800-899,ELDRIDGE,PKWY,N
2014-08-06,14,Theft,1A10,Apartment,UNK,ALGONQUIN,DR,-
2014-08-06,17,Theft,1A10,Grocery Store or Supermarket Parking Lot,7700-7799,KIRBY,DR,-
2014-08-07,10,Theft,1A10,Apartment,1100-1199,BANKS,ST,-
2014-08-07,10,Theft,1A10,,8500-8599,VISTA WOODS,DR,-
2014-08-08,21,Theft,1A10,Grocery Store or Supermarket Parking Lot,13300-13399,WESTHEIMER,RD,-
2014-08-08,21,Theft,1A10,Bus Stop,UNK,BELLAIRE BLVD,-,-
2014-08-08,07,Theft,1A10,,1300-1399,STUDER,-,-
2014-08-10,14,Theft,1A10,Apartment,4400-4499,MEMORIAL,DR,-
2014-08-09,23,Theft,1A10,Commercial Parking Lot or Garage,1500-1599,POLK,-,-
2014-08-09,12,Theft,1A10,Apartment,UNK,DUNLAVY,-,-
2014-08-12,11,Theft,1A10,,3000-3099,MAXROY,-,-
2014-08-11,11,Theft,1A10,Bus Stop,9700-9799,BEECHNUT,ST,-
2014-08-12,09,Burglary,1A10,"Physician, Doctor, Dentist's Office",1500-1599,ST JOSEPH,PKWY,-
2014-08-01,12,Theft,1A10,,1600-1699,LAMAR,-,-
2014-07-30,15,Theft,1A10,"Other, Unknown, or Not Listed",3600-3699,JEANETTA,-,-
2014-07-27,13,Theft,1A10,Garage or Carport,900-999,TEXAS,ST,-
2014-07-22,17,Theft,1A10,Hospital Parking Lot,1600-1699,VOSS,RD,S
2014-07-24,23,Theft,1A10,Restaurant or Cafeteria,500-599,BAYBROOK MALL,-,-
2014-08-02,17,Theft,1A10,"Parks and Recreation, Zoo, Swimming Pool",1800-1899,ROUND SPRING,DR,-
2014-08-05,13,Theft,1A10,Apartment,UNK,DAIRY ASHFORD OB EXIT,-,-
2014-08-05,12,Theft,1A10,Apartment Parking Lot,2400-2499,MILAM,-,-
2014-08-03,12,Theft,1A10,Airport Terminal,7800-7899,AIRPORT,BLVD,-
2014-08-03,10,Theft,1A10,Restaurant or Cafeteria Parking Lot,7400-7499,IRVINGTON,BLVD,-
2014-08-03,07,Theft,1A10,Apartment Parking Lot,1600-1699,DALLAS,ST,-
2014-08-03,07,Theft,1A10,Apartment Parking Lot,500-599,RICHMOND,AVE,-
2014-08-04,12,Auto Theft,1A10,"Road, Street, or Sidewalk",1000-1099,PRESTON,ST,-
2014-08-22,02,Aggravated Assault,1A10,,1300-1399,PRAIRIE,ST,-
2014-08-21,13,Theft,1A10,,4300-4399,MARLBOROUGH,-,-
2014-08-20,09,Rape,1A10,,800-899,SMITH,-,-
2014-08-20,20,Theft,1A10,Clothing Store,1400-1499,11TH,ST,W
2014-08-25,18,Theft,1A10,Check Cashing Places,8500-8599,BISSONNET,ST,-
2014-08-23,14,Theft,1A10,,6600-6699,BELLFORT,ST,-
2014-08-14,14,Theft,1A10,Condominium,7900-7999,WESTHEIMER,RD,-
2014-08-14,13,Theft,1A10,,3800-3899,BLUE BONNET,BLVD,-
2014-08-13,14,Theft,1A10,,UNK,ALTHEA,DR,-
2014-08-17,20,Robbery,1A10,"Road, Street, or Sidewalk",1100-1199,MAIN,ST,-
2014-08-17,11,Theft,1A10,Apartment,9100-9199,LAKES AT 610,DR,-
2014-08-18,16,Theft,1A10,Apartment,11200-11299,WILCREST,DR,S
2014-08-19,08,Burglary,1A10,,UNK,PIERCE ST,-,-
2014-08-27,20,Theft,1A10,,UNK,TEXAS ST,-,-
2014-08-29,07,Theft,1A10,,1400-1499,SHAW,-,-
2014-08-28,18,Auto Theft,1A10,,1900-1999,FRANKLIN,ST,-
2014-08-17,15,Theft,1A10,Residence or House,4600-4699,CORNISH,ST,-
2014-08-17,09,Theft,1A10,Garage or Carport,1500-1599,FOLEY,ST,-
2014-08-17,00,Theft,1A10,,500-599,WALKER,ST,-
2014-08-18,15,Theft,1A10,,1500-1599,POLK,-,-
2014-08-19,12,Theft,1A10,,900-999,LOUISIANA,ST,-
2014-08-19,07,Theft,1A10,"Road, Street, or Sidewalk",2000-2099,AUSTIN,ST,-
2014-08-18,19,Theft,1A10,Apartment,2500-2599,VOSS,RD,S
2014-08-18,21,Theft,1A10,"Gym, Recreat, Club House, Indoor Pool, Spa",8600-8699,HILLCROFT,-,-
2014-08-16,11,Theft,1A10,"Theatres, Dinner Theaters, Auditoriums",500-599,TEXAS,ST,-
2014-08-16,10,Theft,1A10,,5500-5599,COASTAL,WAY,-
2014-08-15,20,Robbery,1A10,"Road, Street, or Sidewalk",900-999,MILAM,-,-
2014-08-16,01,Theft,1A10,,300-399,SMITH,-,-
2014-08-15,21,Theft,1A10,"Other, Unknown, or Not Listed",2400-2499,BRAZOS,-,-
2014-08-15,11,Theft,1A10,,3800-3899,WESLAYAN,-,-
2014-08-13,13,Theft,1A10,,3100-3199,DEAL,ST,-
2014-08-14,12,Theft,1A10,Restaurant or Cafeteria,5700-5799,WOODWAY,DR,-
2014-08-13,22,Theft,1A10,,2800-2899,GREENBRIAR,DR,-
2014-08-25,22,Theft,1A10,,1500-1599,TEXAS,ST,-
2014-08-26,20,Aggravated Assault,1A10,,700-799,SAN JACINTO,ST,N
2014-08-23,22,Theft,1A10,Drug Store or Medical Supply,5200-5299,ALMEDA,RD,-
2014-08-23,19,Theft,1A10,,5000-5099,WESTHEIMER,RD,-
2014-08-23,20,Theft,1A10,,600-699,WALKER,ST,-
2014-08-25,01,Robbery,1A10,Bus Stop,900-999,SMITH,-,-
2014-08-21,10,Theft,1A10,,13800-13899,TAYLORCREST,-,-
2014-08-22,14,Theft,1A10,,7800-7899,TIDWELL,RD,W
2014-08-22,12,Theft,1A10,,8100-8199,LONG POINT,RD,-
2014-08-22,21,Theft,1A10,Driveway,UNK,DOWLING,ST,-
2014-08-20,08,Theft,1A10,Office Building,1400-1499,SMITH,-,-
2014-08-04,15,Theft,1A10,Office Building,UNK,DISTRIBUTION,BLVD,-
2014-08-05,00,Theft,1A10,Apartment Parking Lot,6300-6399,ALMEDA,RD,-
2014-08-02,10,Theft,1A10,,1800-1899,YALE,-,-
2014-08-03,08,Theft,1A10,Warehouse,800-899,HARDY,-,-
2014-08-02,23,Theft,1A10,,2000-2099,WILLOWBROOK MALL,-,-
2014-08-01,16,Theft,1A10,Bar or Night Club,2300-2399,LOUISIANA,ST,-
2014-08-01,06,Theft,1A10,University or College,UNK,HAYES,-,-
2014-07-31,12,Theft,1A10,Office Building,9000-9099,PARK WEST,DR,-
2012-06-01,11,Theft,1A10,,5200-5299,ALLEN,ST,-
2014-07-23,17,Theft,1A10,"Gym, Recreat, Club House, Indoor Pool, Spa",2500-2599,DUNSTAN,RD,-
2014-06-26,12,Auto Theft,1A10,,17300-17399,SPRING CYPRESS,-,-
2014-04-30,17,Theft,1A10,Airport Terminal,2800-2899,TERMINAL,RD,N
2014-08-08,23,Theft,1A10,Commercial Parking Lot or Garage,800-899,AVENIDA DE LAS AMERI,-,-
2014-08-08,18,Theft,1A10,Apartment Parking Lot,2700-2799,REVERE,-,-
2014-08-09,15,Theft,1A10,,900-999,HARDY,-,-
2014-08-08,10,Theft,1A10,Apartment,5200-5299,MEMORIAL,DR,-
2014-08-08,05,Rape,1A10,,1200-1299,FANNIN,-,-
2014-08-11,09,Theft,1A10,Office Building,10400-10499,WESTOFFICE,DR,-
2014-08-28,07,Theft,1A10,,1700-1799,FANNIN,-,-
2014-08-28,10,Theft,1A10,"Other, Unknown, or Not Listed",1800-1899,RUIZ,-,-
2014-08-28,15,Theft,1A10,"Other, Unknown, or Not Listed",UNK,DALLAS,ST,-
2014-08-31,08,Theft,1A10,Other Parking Lot,1600-1699,CAROLINE,ST,-
2014-08-31,16,Theft,1A10,,200-299,CHENEVERT,-,-
2014-08-13,16,Theft,1A10,,900-999,MAIN,ST,-
2014-08-16,09,Theft,1A10,Grocery Store or Supermarket,2600-2699,FOUNTAIN VIEW,DR,-
2014-08-15,11,Theft,1A10,,UNK,CAROLINE,ST,-
2014-08-17,00,Theft,1A10,,8900-8999,LAKEWORTH,DR,-
2014-08-16,16,Theft,1A10,Apartment,UNK,17TH,ST,-
2014-08-17,17,Theft,1A10,"Parks and Recreation, Zoo, Swimming Pool",2000-2099,SHADOW ROCK,DR,-
2014-08-18,18,Theft,1A10,,UNK,HILLCROFT,-,-
2014-08-17,23,Theft,1A10,"Road, Street, or Sidewalk",1000-1099,LAMAR,-,-
2014-08-18,23,Theft,1A10,,1300-1399,BELL,ST,W
2014-08-23,16,Theft,1A10,Apartment,900-999,TEXAS,ST,-
2014-08-23,03,Theft,1A10,,UNK,AIRPORT BLVD,-,-
2014-08-22,02,Aggravated Assault,1A10,,900-999,SAN JACINTO,-,-
2014-08-21,19,Theft,1A10,Apartment,2300-2399,LOUISIANA,ST,-
2014-08-21,18,Theft,1A10,,500-599,MCKEE,-,-
2014-08-21,16,Theft,1A10,"Stadium, Sports Arena, Race Track",8400-8499,KIRBY,DR,-
2014-08-21,07,Theft,1A10,,8200-8299,CAMBRIDGE,ST,-
2014-08-21,10,Theft,1A10,Car Wash,UNK,MONTROSE EXIT,-,-
2014-08-20,18,Theft,1A10,Hotel or Motel Parking Lot,UNK,WESLAYAN,-,-
2014-08-20,20,Auto Theft,1A10,Other Parking Lot,1200-1299,FRANKLIN,ST,-
2014-08-19,16,Theft,1A10,,UNK,BISSONNET ST,-,-
2014-08-20,16,Theft,1A10,Commercial Building,9700-9799,FONDREN,-,-
2014-08-02,23,Robbery,1A10,,900-999,MAIN,ST,-
2014-08-02,10,Auto Theft,1A10,Other Parking Lot,800-899,PIERCE,-,-
2014-07-31,03,Theft,1A10,,900-999,COMMERCE,ST,-
2014-07-31,10,Theft,1A10,Apartment,2400-2499,NORTH,-,-
2014-07-29,02,Theft,1A10,"Libraries, Museums",UNK,CANAL,ST,-
2014-07-22,05,Theft,1A10,,8700-8799,EMNORA,LN,-
2014-07-26,11,Theft,1A10,,10000-10099,NEUENS,RD,-
2014-02-15,23,Theft,1A10,Bus Station,UNK,BUFFALO SPEEDWAY,-,-
2014-06-04,20,Theft,1A10,Hospital,1400-1499,ST JOSEPH,PKWY,-
2014-08-01,12,Theft,1A10,Service or Gas Station,2000-2099,RUNNELS,-,-
2014-08-04,09,Theft,1A10,Airport Terminal,7800-7899,AIRPORT,BLVD,-
2014-08-05,11,Theft,1A10,Driveway,800-899,EVANSTON,ST,-
2014-08-06,13,Theft,1A10,Bus Stop,UNK,BELLFORT,ST,-
2014-08-06,22,Theft,1A10,Bar or Night Club,1500-1599,BEN TAUB,LP,-
2014-08-06,20,Theft,1A10,Clothing Store,9200-9299,FM 1960,BYP,W
2014-08-07,11,Theft,1A10,,7000-7099,CAPITOL,ST,-
2014-08-08,18,Theft,1A10,Apartment,2300-2399,FOUNTAIN VIEW,DR,-
2014-08-09,13,Theft,1A10,Bar or Night Club Parking Lot,7800-7899,WESTHEIMER,RD,-
2014-08-09,13,Theft,1A10,,UNK,CROSSTIMBERS,-,-
2014-08-07,23,Theft,1A10,,1200-1299,CAROLINE,ST,-
2014-08-11,13,Theft,1A10,Airport Terminal,2800-2899,TERMINAL,-,N
2014-08-11,17,Auto Theft,1A10,,500-599,LA BRANCH,-,-
2014-08-11,18,Theft,1A10,Commercial Building,UNK,ADDICKS HOWELL,-,-
2014-08-10,15,Theft,1A10,Airport Terminal,UNK,AIRPORT,-,-
2014-08-10,11,Theft,1A10,Apartment,1400-1499,HAWTHORNE,-,-
2013-10-10,11,Theft,1A10,Bar or Night Club,2300-2399,GRANT,ST,-
2014-08-27,05,Theft,1A10,,900-999,MCKINNEY,ST,-
2014-08-03,14,Theft,1A10,Apartment,11600-11699,BRIAR FOREST,DR,-
2014-07-03,19,Theft,1A10,,8700-8799,GUSTINE,LN,-
2014-07-18,16,Theft,1A10,,5400-5499,INDIGO,-,-
2014-05-06,09,Theft,1A10,,700-799,LOUISIANA,ST,-
2014-06-09,12,Theft,1A10,"Daycare, Child Care, or Kindergarten",6700-6799,MONTGOMERY,RD,W
2014-06-21,17,Theft,1A10,,2400-2499,BAGBY,ST,-
2013-07-30,11,Theft,1A10,Apartment Parking Lot,1500-1599,WESTHEIMER,RD,-
2014-07-29,08,Theft,1A10,,4100-4199,ALMEDA,RD,-
2014-07-25,20,Theft,1A10,,5500-5599,RICE,AVE,S
2014-08-03,23,Theft,1A10,Driveway,UNK,HOLLY CROSSING #3202,-,-
2014-08-05,10,Theft,1A10,,5000-5099,WESTHEIMER,RD,-
2014-08-04,11,Theft,1A10,,6300-6399,FAIRBANKS N HOUSTON,RD,-
2014-08-05,23,Theft,1A10,Apartment Parking Lot,2200-2299,DALLAS,ST,W
2014-08-05,16,Theft,1A10,Condominium,3400-3499,TIMMONS,-,-
2014-08-07,00,Theft,1A10,"Theatres, Dinner Theaters, Auditoriums",UNK,SILBER,-,-
2014-08-08,13,Theft,1A10,Apartment,4400-4499,MEMORIAL,DR,-
2014-08-09,00,Theft,1A10,Bar or Night Club Parking Lot,UNK,W GRAY,-,-
2014-08-09,02,Theft,1A10,,2400-2499,SHEPHERD,DR,S
2014-08-09,05,Theft,1A10,,UNK,JEANETTA,-,-
2014-08-09,11,Robbery,1A10,"Road, Street, or Sidewalk",500-599,MCKINNEY,ST,-
2014-08-07,09,Theft,1A10,Apartment,1400-1499,AUSTIN,ST,-
2014-08-07,13,Theft,1A10,Commercial Parking Lot or Garage,1200-1299,CAPITOL,ST,-
2014-08-08,11,Theft,1A10,,1600-1699,MAIN,ST,-
2014-08-12,13,Theft,1A10,,1400-1499,CAPITOL,ST,-
2014-08-10,21,Theft,1A10,Vacant Building (Commercial),1600-1699,CONGRESS,-,-
2014-08-11,09,Theft,1A10,Residence or House,5000-5099,DARNELL,ST,-
2014-08-11,15,Theft,1A10,,UNK,ELGIN,-,-
2014-08-11,12,Theft,1A10,,1200-1299,WILCREST,DR,-
2014-08-11,16,Theft,1A10,"Hotel, Motel, Inn, Etc.",8700-8799,AIRPORT,BLVD,-
2014-08-11,14,Theft,1A10,Warehouse,3100-3199,CANAL,ST,-
2014-08-21,22,Theft,1A10,Garage or Carport,5400-5499,PETTY,-,-
2014-08-21,12,Theft,1A10,,9000-9099,SANDPIPER,DR,-
2014-08-21,09,Theft,1A10,"Other, Unknown, or Not Listed",UNK,WAUGH,DR,-
2014-08-26,04,Theft,1A10,Office Building,900-999,LOUISIANA,ST,-
2014-08-24,17,Theft,1A10,,UNK,HOUSTON ROSSLYN,-,-
2014-08-24,15,Theft,1A10,Apartment,7500-7599,KIRBY,DR,-
2014-08-15,10,Theft,1A10,,1800-1899,MAIN,ST,-
2014-08-14,21,Theft,1A10,,UNK,ROWLETT,-,-
2014-08-13,15,Theft,1A10,,1800-1899,CONGRESS,-,-
2014-08-15,18,Theft,1A10,Alley,6100-6199,WINSOME,LN,-
2014-08-16,10,Aggravated Assault,1A10,,900-999,DALLAS,ST,-
2014-08-16,11,Theft,1A10,Office Building,UNK,BRIAR HOLLOW,-,-
2014-08-16,16,Theft,1A10,Bar or Night Club,2400-2499,SAN JACINTO,-,-
2014-08-19,16,Theft,1A10,Residence or House,1700-1799,GINGERLEAF,LN,-
2014-08-19,23,Aggravated Assault,1A10,,900-999,MCKINNEY,ST,-
2014-08-20,16,Theft,1A10,Grocery Store or Supermarket Parking Lot,1500-1599,ELDRIDGE,PKWY,-
2014-08-28,06,Robbery,1A10,"Road, Street, or Sidewalk",1900-1999,CONGRESS,-,-
2014-08-01,09,Theft,1A10,,UNK,KIRKWOOD,RD,-
2014-08-01,10,Theft,1A10,High Rise,1100-1199,SHADELAND,DR,-
2014-08-01,19,Theft,1A10,"Multi-Plex Home (Duplex,Triplex Etc.)",UNK,BRETSHIRE,DR,-
2014-07-30,14,Theft,1A10,Convention Center or Exhibit Halls,1000-1099,AVENIDA DE LAS AMERICAS,-,-
2014-07-31,23,Theft,1A10,Apartment,3000-3099,MEMORIAL,CT,-
2014-06-03,15,Theft,1A10,,900-999,LOUISIANA,ST,-
2014-08-02,13,Theft,1A10,Apartment,3400-3499,TIMMONS,LN,-
2014-08-02,11,Theft,1A10,,5700-5799,KANSAS,-,-
2014-08-02,11,Theft,1A10,Other Parking Lot,6300-6399,CHIMNEY ROCK,RD,-
2014-08-03,15,Theft,1A10,Driveway,1700-1799,HAVER,-,-
2014-08-05,22,Robbery,1A10,Restaurant or Cafeteria Parking Lot,1100-1199,PEASE,-,-
2014-08-05,14,Theft,1A10,,600-699,JEFFERSON,ST,-
2014-08-04,17,Theft,1A10,Residence or House,5100-5199,VAN FLEET,-,-
2014-08-04,16,Theft,1A10,"Stadium, Sports Arena, Race Track",1600-1699,CONGRESS,-,-
2014-08-03,19,Theft,1A10,Residence or House,1800-1899,WHEELER,-,-
2014-08-03,23,Theft,1A10,Bar or Night Club,2800-2899,HOLMES,RD,-
2014-08-04,10,Theft,1A10,Airport Terminal,7800-7899,AIRPORT,BLVD,-
2014-08-04,09,Theft,1A10,Apartment,200-299,HEIGHTS,BLVD,S
2014-08-04,09,Theft,1A10,,UNK,CLINTON FEDERAL,-,-
2014-08-11,16,Theft,1A10,,600-699,JEFFERSON,ST,-
2014-08-11,02,Theft,1A10,Hotel or Motel Parking Lot,1100-1199,TEXAS,ST,-
2014-08-13,21,Theft,1A10,Grocery Store or Supermarket Parking Lot,3800-3899,LITTLE YORK,-,-
2014-08-12,14,Theft,1A10,,UNK,CROSSTIMBERS,-,E
2014-08-12,13,Theft,1A10,Bank,2400-2499,SAWYER HEIGHTS,-,-
2014-08-08,14,Theft,1A10,Apartment Parking Lot,400-499,MAIN,ST,W
2014-08-09,15,Theft,1A10,Clothing Store,2000-2099,WILLOWBROOK MALL,-,-
2014-08-09,10,Theft,1A10,Other Parking Lot,UNK,HOLCOMBE BLVD,-,-
2014-08-08,19,Theft,1A10,Other Parking Lot,1100-1199,TEXAS,ST,-
2014-08-08,20,Aggravated Assault,1A10,,1300-1399,LAMAR,-,-
2014-08-10,16,Theft,1A10,Apartment,400-499,OXFORD,ST,-
2014-08-10,16,Theft,1A10,,UNK,HOMESTEAD,-,-
2014-08-27,14,Theft,1A10,"Road, Street, or Sidewalk",UNK,CHENEVERT,-,N
2014-08-23,19,Theft,1A10,,UNK,GREENS RD,-,-
2014-08-22,11,Theft,1A10,"Libraries, Museums",3100-3199,CLEBURNE,ST,-
2014-08-22,18,Theft,1A10,Other Parking Lot,900-999,SAN JACINTO,-,-
2014-08-15,09,Theft,1A10,Grocery Store or Supermarket Parking Lot,11100-11199,WESTHEIMER,-,-
2014-08-18,09,Aggravated Assault,1A10,Commercial Parking Lot or Garage,1200-1299,LOUISIANA,ST,-
2014-08-18,10,Theft,1A10,Airport Terminal,7800-7899,AIRPORT,BLVD,-
2014-08-18,12,Theft,1A10,,600-699,GIRARD,-,-
2014-08-19,14,Theft,1A10,Residence or House,2900-2999,GILLESPIE,ST,-
2014-08-19,08,Theft,1A10,Office Building,9300-9399,AVENUE,-,E
2014-08-20,16,Theft,1A10,Residence or House,10000-10099,REBEL,-,-
2014-08-20,20,Theft,1A10,,1900-1999,SAN JACINTO,-,-
2014-08-21,13,Theft,1A10,"Road, Street, or Sidewalk",2000-2099,BRANARD,ST,-
2014-08-21,10,Theft,1A10,"Other, Unknown, or Not Listed",800-899,PIERCE,-,-
2014-08-19,11,Theft,1A10,"Theatres, Dinner Theaters, Auditoriums",UNK,DUNVALE,RD,-
2014-08-20,13,Theft,1A10,Commercial Building,UNK,CRESCENT PARK,DR,-
2014-08-20,12,Theft,1A10,Alley,8100-8199,GESSNER,DR,S
2014-08-28,17,Auto Theft,1A10,,1700-1799,FRANKLIN,ST,-
2014-08-29,02,Rape,1A20,,500-599,WAUGH,DR,-
2014-08-20,09,Theft,1A20,"Road, Street, or Sidewalk",2300-2399,WHITNEY,ST,-
2014-08-19,22,Theft,1A20,"Road, Street, or Sidewalk",3100-3199,BRAZOS,ST,-
2014-08-21,00,Theft,1A20,,400-499,FARGO,-,-
2014-08-19,10,Theft,1A20,,3500-3599,DALLAS,ST,W
2014-08-19,10,Theft,1A20,,500-599,LOVETT,BLVD,-
2014-08-17,20,Theft,1A20,"Parks and Recreation, Zoo, Swimming Pool",1400-1499,GILLETTE,ST,-
2014-08-15,01,Theft,1A20,"Road, Street, or Sidewalk",400-499,ANITA,ST,-
2014-08-16,02,Theft,1A20,,2400-2499,BRAZOS,ST,-
2014-08-17,10,Theft,1A20,,2100-2199,ALLEN,PKWY,-
2014-08-22,11,Theft,1A20,Apartment Parking Lot,UNK,DREW,ST,-
2014-08-23,23,Aggravated Assault,1A20,Bar or Night Club,2300-2399,SMITH,-,-
2014-08-23,15,Theft,1A20,,400-499,TUAM,-,-
2014-08-23,12,Burglary,1A20,,1100-1199,BUCKNER,-,-
2014-08-23,02,Theft,1A20,,2200-2299,WAUGH,DR,-
2014-08-22,23,Robbery,1A20,"Road, Street, or Sidewalk",2600-2699,CROCKER,ST,-
2014-08-23,00,Theft,1A20,,2900-2999,WHITNEY,-,-
2014-08-28,08,Aggravated Assault,1A20,Residence or House,900-999,WESTHEIMER,RD,-
2014-08-25,16,Theft,1A20,,300-399,WEBSTER,-,-
2014-08-10,13,Theft,1A20,,2200-2299,SMITH,-,-
2014-08-10,04,Theft,1A20,"Road, Street, or Sidewalk",1200-1299,HYDE PARK,BLVD,-
2014-08-10,11,Theft,1A20,Apartment,400-499,HAWTHORNE,-,-
2014-08-09,19,Theft,1A20,,1500-1599,GRAY,-,W
2014-08-08,17,Burglary,1A20,Apartment,3400-3499,LOUISIANA,ST,-
2014-08-08,10,Theft,1A20,Residence or House,1200-1299,WELCH,-,-
2014-08-08,10,Theft,1A20,,2900-2999,SMITH,-,-
2014-08-06,23,Theft,1A20,"Road, Street, or Sidewalk",3300-3399,WHITNEY,-,-
2014-08-13,16,Theft,1A20,,2000-2099,GRAY,-,W
2014-08-10,23,Theft,1A20,Bar or Night Club Parking Lot,2000-2099,HELENA,-,-
2014-08-11,14,Burglary,1A20,Apartment,2300-2399,BAGBY,ST,-
2014-08-04,23,Theft,1A20,"Road, Street, or Sidewalk",200-299,FAIRVIEW,ST,-
2014-08-06,07,Burglary,1A20,Residence or House,1700-1799,DALLAS,ST,W
2014-08-06,20,Theft,1A20,Restaurant or Cafeteria Parking Lot,300-399,PIERCE,-,-
2014-08-03,11,Theft,1A20,Residence or House,500-599,SUL ROSS,-,-
2014-08-03,07,Theft,1A20,Apartment Parking Lot,800-899,ANDREWS,ST,-
