Date,Hour,Offense Type,Beat,Premise,Block Range,Street Name,Type,Suffix,# Of Offenses
2011-05-21,12,Robbery,17E10,05Z,6100-6199,HILLCROFT,-,-,1
2011-05-28,01,Robbery,2A10,13R,2300-2399,CHAPMAN,ST,-,1
2011-05-28,13,Robbery,2A10,13R,2200-2299,GANO,ST,-,1
2011-05-28,06,Robbery,2A10,13R,1100-1199,HENRY,-,-,1
2011-05-08,06,Robbery,3B40,070,5100-5199,SHEPHERD,DR,N,1
2011-05-20,00,Robbery,5F10,20A,7600-7699,INCH,-,-,1
2011-05-06,23,Robbery,4F10,18A,9500-9599,LONG POINT,RD,-,1
2011-05-13,10,Robbery,17E40,18A,12100-12199,FONDREN,RD,-,1
2011-05-11,02,Robbery,17E40,13R,6300-6399,AIRPORT,BLVD,W,1
2011-05-11,05,Robbery,2A10,13R,600-699,QUITMAN,-,-,1
2011-05-06,10,Robbery,2A10,11R,1500-1599,MCKEE,ST,-,1
2011-05-21,19,Robbery,19G50,18T,9800-9899,BISSONNET,ST,-,1
2011-05-02,06,Robbery,19G10,20A,9900-9999,CLUB CREEK,DR,-,1
2011-05-07,06,Robbery,19G10,20A,9900-9999,CLUB CREEK,DR,-,1
2011-05-07,02,Robbery,19G10,13R,9900-9999,DUCHAMP,DR,-,1
2011-05-11,05,Robbery,19G10,18A,9900-9999,CLUB CREEK,DR,-,1
2011-05-01,23,Robbery,7C20,13R,2200-2299,CRESTON,DR,-,1
2011-05-21,17,Robbery,20G60,18C,800-899,DAIRY ASHFORD,-,-,1
2011-05-11,11,Robbery,19G10,18A,10000-10099,CLUB CREEK,DR,-,1
2011-05-04,15,Robbery,19G10,070,9500-9599,SOUTHWEST,FWY,-,1
2011-05-12,01,Robbery,19G10,18A,9300-9399,WOODFAIR,DR,-,1
2011-05-23,02,Robbery,19G10,20A,9800-9899,CLUB CREEK,DR,-,1
2011-05-02,00,Robbery,2A40,13R,1000-1099,OLIVER,-,-,1
2011-05-23,20,Robbery,2A40,18P,2000-2099,WHITE,-,-,1
2011-05-09,00,Robbery,6B20,13R,5700-5799,KNOX,-,-,1
2011-05-14,06,Robbery,19G50,18T,9700-9799,BISSONNET,ST,-,1
2011-05-28,15,Robbery,19G10,080,9500-9599,SOUTHWEST,FWY,-,1
2011-05-03,22,Robbery,7C10,13R,3200-3299,GREEN,-,-,1
2011-05-17,19,Robbery,7C10,18A,3700-3799,LYONS,-,-,1
2011-05-18,03,Robbery,7C10,13R,3200-3299,MARKET,ST,-,1
2011-05-29,21,Robbery,17E10,18A,7200-7299,HILLCROFT,-,-,1
2011-05-08,23,Robbery,17E10,20R,7300-7399,ASHCROFT,DR,-,1
2011-05-09,02,Robbery,17E10,18A,6900-6999,RENWICK,-,-,1
2011-05-28,06,Robbery,7C10,13R,2000-2099,MARY,-,-,1
2011-05-30,03,Robbery,19G10,18A,9400-9499,CONCOURSE,DR,-,1
2011-05-17,23,Robbery,19G10,13S,9600-9699,SOUTHWEST,FWY,-,1
2011-05-22,23,Robbery,7C10,18A,3700-3799,LYONS,-,-,1
2011-05-21,07,Robbery,7C10,20A,3000-3099,SUMPTER,-,-,1
2011-05-16,00,Robbery,6B20,18O,200-299,HAMILTON,ST,W,1
2011-05-03,23,Robbery,2A30,23S,1400-1499,11TH,ST,W,1
2011-05-22,21,Robbery,2A60,18A,900-999,DURHAM,DR,N,1
2011-05-19,12,Robbery,11H50,05Z,8700-8799,GULF,FWY,-,1
2011-05-13,13,Robbery,6B10,05Z,600-699,LITTLE YORK,RD,-,1
2011-05-07,13,Robbery,6B10,18G,7500-7599,AIRLINE,DR,-,1
2011-05-21,13,Robbery,6B10,18T,100-199,LITTLE YORK,RD,-,1
2011-05-08,04,Robbery,6B10,20R,10800-10899,NORMEADOW,LN,-,1
2011-05-16,06,Robbery,6B10,13R,1100-1199,TURNER,DR,-,1
2011-05-12,23,Robbery,6B10,250,200-299,TIDWELL,RD,-,1
2011-05-31,20,Robbery,1A50,18C,4800-4899,WESTHEIMER,RD,-,1
2011-05-27,18,Robbery,6B10,250,9700-9799,BAUMAN,RD,-,1
2011-05-30,15,Robbery,6B10,18O,10200-10299,BAUMAN,RD,-,1
2011-05-13,11,Robbery,2A20,05F,5600-5699,FULTON,ST,-,1
2011-05-11,20,Robbery,6B40,20D,900-999,RINGOLD,-,-,1
2011-05-02,19,Robbery,6B20,11R,3100-3199,DESOTO,ST,-,1
2011-05-10,21,Robbery,19G20,18R,10700-10799,BELLAIRE,BLVD,-,1
2001-05-30,02,Robbery,9C20,20R,6900-6999,WALLISVILLE,RD,-,1
2011-05-13,11,Robbery,3B40,13R,100-199,43RD,ST,E,1
2011-05-17,09,Robbery,3B40,13R,100-199,41ST,ST,E,1
2011-05-17,08,Robbery,3B40,13R,1200-1299,BARKLEY,ST,-,1
2011-05-20,16,Robbery,3B40,13R,4300-4399,EUROPA,ST,-,1
2011-05-01,06,Robbery,9C20,23S,7600-7699,EAST,FWY,-,1
2011-05-09,01,Robbery,9C20,13R,7500-7599,MARKET,ST,-,1
2011-05-04,12,Robbery,19G20,09D,12200-12299,BELLAIRE,BLVD,-,1
2011-05-30,00,Robbery,9C20,13R,7600-7699,LYONS,-,-,1
2011-05-13,01,Robbery,2A50,03B,5200-5299,WASHINGTON,AVE,-,1
2011-05-09,03,Robbery,9C30,18C,10600-10699,EAST,FWY,-,1
2011-05-07,04,Robbery,9C30,18S,11100-11199,EAST,FWY,-,1
2011-05-24,10,Robbery,9C30,13R,11000-11099,FLEMING,DR,-,1
2011-05-21,15,Robbery,9C30,18G,10900-10999,EAST,FWY,-,1
2011-05-19,22,Robbery,3B10,18A,5500-5599,ANTOINE,DR,-,1
2011-05-04,17,Robbery,17E10,18A,5800-5899,CLAREWOOD,DR,-,1
2011-05-16,12,Robbery,17E10,05L,6200-6299,DASHWOOD,DR,-,1
2011-05-15,00,Robbery,17E10,18A,6000-6099,GLENMONT,DR,-,1
2011-05-18,23,Robbery,17E10,20A,5900-5999,GLENMONT,DR,-,1
2011-05-19,03,Robbery,17E10,13R,6000-6099,RAMPART,-,-,1
2011-05-29,20,Robbery,20G20,18A,10500-10599,VALLEY FORGE,-,-,1
2011-05-23,13,Robbery,20G30,18B,10400-10499,WESTHEIMER,RD,-,1
2011-04-30,14,Robbery,13D10,02B,2900-2999,WOODRIDGE,DR,-,1
2011-05-22,18,Robbery,17E10,20A,6700-6799,MULLINS,DR,-,1
2011-05-25,04,Robbery,17E10,18A,6000-6099,BELLAIRE,BLVD,-,1
2010-05-29,02,Robbery,5F30,13R,9100-9199,CLAY,RD,-,1
2011-05-17,01,Robbery,5F30,140,12900-12999,NORTHWEST,FWY,-,1
2011-05-20,16,Robbery,14D40,18D,10900-10999,CULLEN,BLVD,-,1
2011-05-29,20,Robbery,17E10,13R,6700-6799,ASHCROFT,DR,-,1
2011-05-10,05,Robbery,17E10,13R,6200-6299,BELLAIRE,BLVD,-,1
2011-05-06,01,Robbery,5F30,20A,8000-8099,TIDWELL,RD,W,1
2011-05-23,02,Robbery,5F30,18A,7500-7599,PINEMONT,DR,-,1
2011-05-22,21,Robbery,5F30,20R,8200-8299,CELINA,LN,-,1
2011-05-21,01,Robbery,14D40,20R,5500-5599,ACRES,DR,S,1
2011-05-21,21,Robbery,13D10,18B,7200-7299,SOUTH LP E,-,-,1
2011-05-22,01,Robbery,13D10,18A,2500-2599,BEATTY,ST,-,1
2011-05-07,23,Robbery,17E10,18A,6000-6099,GULFTON,-,-,1
2011-05-06,13,Robbery,17E10,13R,6100-6199,DASHWOOD,DR,-,1
2011-05-18,00,Robbery,5F30,18A,7200-7299,PINEMONT,DR,-,1
2011-05-18,06,Robbery,5F30,18A,7200-7299,PINEMONT,DR,-,1
2011-05-22,15,Robbery,5F30,120,8100-8199,TIDWELL,RD,W,1
2011-05-23,20,Robbery,2A60,13R,1300-1399,T C JESTER,BLVD,W,1
2011-05-26,02,Robbery,2A60,070,2000-2099,18TH,ST,W,1
2011-05-14,06,Robbery,17E10,18A,5700-5799,GLENMONT,DR,-,1
2011-05-21,02,Robbery,17E10,18A,5800-5899,GLENMONT,DR,-,1
2011-05-03,14,Robbery,16E20,13R,4300-4399,OREM,DR,W,1
2011-05-05,10,Robbery,16E20,20D,4000-4099,HEATHERBROOK,DR,-,1
2011-05-10,13,Robbery,17E30,18A,10600-10699,GESSNER,DR,S,1
2011-05-10,22,Robbery,17E30,18A,8900-8999,BISSONNET,ST,-,1
2011-05-07,16,Robbery,6B10,20R,800-899,TASSELL,-,-,1
2011-05-12,20,Robbery,6B10,18A,300-399,SUNNYSIDE,-,-,1
2011-05-01,01,Robbery,6B10,13R,0-99,TIDWELL,RD,-,1
2011-05-29,02,Robbery,3B50,18O,4700-4799,NORTH,FWY SER,E,1
2011-05-14,05,Robbery,3B50,13R,0-99,DE BOLL,ST,-,1
2011-05-03,10,Robbery,6B10,18T,5400-5499,NORTH,FWY,-,1
2011-05-01,17,Robbery,3B50,13R,9200-9299,IRVINGTON,BLVD,-,1
